Products,Markets,Months,value
929S,Argentina,Jun-07,0
929S,Argentina,Jul-07,0
929S,Argentina,Aug-07,0
929S,Argentina,Sep-07,0
929S,Argentina,Oct-07,0
929S,Argentina,Nov-07,0
929S,Argentina,Dec-07,0
929S,Argentina,Jan-08,0
929S,Argentina,Feb-08,0
929S,Argentina,Mar-08,0
929S,Argentina,Apr-08,0
929S,Argentina,May-08,0
929S,Argentina,Jun-08,0
929S,Argentina,Jul-08,0
929S,Argentina,Aug-08,0
929S,Argentina,Sep-08,0
929S,Argentina,Oct-08,0
929S,Argentina,Nov-08,0
929S,Argentina,Dec-08,0
929S,UK,Jan-07,21
929S,UK,Feb-07,5
929S,UK,Mar-07,1
929S,UK,Apr-07,0
929S,UK,May-07,0
929S,UK,Jun-07,0
929S,UK,Jul-07,0
929S,UK,Aug-07,0
929S,UK,Sep-07,0
929S,UK,Oct-07,0
929S,UK,Nov-07,0
929S,UK,Dec-07,0
929S,UK,Jan-08,0
929S,UK,Feb-08,0
929S,UK,Mar-08,0
929S,UK,Apr-08,0
929S,UK,May-08,0
929S,UK,Jun-08,0
929S,UK,Jul-08,0
929S,UK,Aug-08,0
929S,UK,Sep-08,0
929S,UK,Oct-08,0
929S,UK,Nov-08,0
929S,UK,Dec-08,0
929S,France,Jan-07,46
929S,France,Feb-07,11
929S,France,Mar-07,2
929S,France,Apr-07,0
929S,France,May-07,0
929S,France,Jun-07,0
929S,France,Jul-07,0
929S,France,Aug-07,0
929S,France,Sep-07,0
929S,France,Oct-07,0
929S,France,Nov-07,0
929S,France,Dec-07,0
929S,France,Jan-08,0
929S,France,Feb-08,0
929S,France,Mar-08,0
929S,France,Apr-08,0
929S,France,May-08,0
929S,France,Jun-08,0
929S,France,Jul-08,0
929S,France,Aug-08,0
929S,France,Sep-08,0
929S,France,Oct-08,0
929S,France,Nov-08,0
929S,France,Dec-08,0
929S,Germany,Jan-07,6
929S,Germany,Feb-07,2
929S,Germany,Mar-07,0
929S,Germany,Apr-07,0
929S,Germany,May-07,0
929S,Germany,Jun-07,0
929S,Germany,Jul-07,0
929S,Germany,Aug-07,0
929S,Germany,Sep-07,0
929S,Germany,Oct-07,0
929S,Germany,Nov-07,0
929S,Germany,Dec-07,0
929S,Germany,Jan-08,0
929S,Germany,Feb-08,0
929S,Germany,Mar-08,0
929S,Germany,Apr-08,0
929S,Germany,May-08,0
929S,Germany,Jun-08,0
929S,Germany,Jul-08,0
929S,Germany,Aug-08,0
929S,Germany,Sep-08,0
929S,Germany,Oct-08,0
929S,Germany,Nov-08,0
929S,Germany,Dec-08,0
929S,Spain,Jan-07,38
929S,Spain,Feb-07,10
929S,Spain,Mar-07,2
929S,Spain,Apr-07,0
929S,Spain,May-07,0
929S,Spain,Jun-07,0
929S,Spain,Jul-07,0
929S,Spain,Aug-07,0
929S,Spain,Sep-07,0
929S,Spain,Oct-07,0
929S,Spain,Nov-07,0
929S,Spain,Dec-07,0
929S,Spain,Jan-08,0
929S,Spain,Feb-08,0
929S,Spain,Mar-08,0
929S,Spain,Apr-08,0
929S,Spain,May-08,0
929S,Spain,Jun-08,0
929S,Spain,Jul-08,0
929S,Spain,Aug-08,0
929S,Spain,Sep-08,0
929S,Spain,Oct-08,0
929S,Spain,Nov-08,0
929S,Spain,Dec-08,0
929S,Italy,Jan-07,16
929S,Italy,Feb-07,5
929S,Italy,Mar-07,1
929S,Italy,Apr-07,0
929S,Italy,May-07,0
929S,Italy,Jun-07,0
929S,Italy,Jul-07,0
929S,Italy,Aug-07,0
929S,Italy,Sep-07,0
929S,Italy,Oct-07,0
929S,Italy,Nov-07,0
929S,Italy,Dec-07,0
929S,Italy,Jan-08,0
929S,Italy,Feb-08,0
929S,Italy,Mar-08,0
929S,Italy,Apr-08,0
929S,Italy,May-08,0
929S,Italy,Jun-08,0
929S,Italy,Jul-08,0
929S,Italy,Aug-08,0
929S,Italy,Sep-08,0
929S,Italy,Oct-08,0
929S,Italy,Nov-08,0
929S,Italy,Dec-08,0
929S,China,Jan-07,27
929S,China,Feb-07,7
929S,China,Mar-07,1
929S,China,Apr-07,0
929S,China,May-07,0
929S,China,Jun-07,0
929S,China,Jul-07,0
929S,China,Aug-07,0
929S,China,Sep-07,0
929S,China,Oct-07,0
929S,China,Nov-07,0
929S,China,Dec-07,0
929S,China,Jan-08,0
929S,China,Feb-08,0
929S,China,Mar-08,0
929S,China,Apr-08,0
929S,China,May-08,0
929S,China,Jun-08,0
929S,China,Jul-08,0
929S,China,Aug-08,0
929S,China,Sep-08,0
929S,China,Oct-08,0
929S,China,Nov-08,0
929S,China,Dec-08,0
929S,Japan,Jan-07,9
929S,Japan,Feb-07,2
929S,Japan,Mar-07,0
929S,Japan,Apr-07,0
929S,Japan,May-07,0
929S,Japan,Jun-07,0
929S,Japan,Jul-07,0
929S,Japan,Aug-07,0
929S,Japan,Sep-07,0
929S,Japan,Oct-07,0
929S,Japan,Nov-07,0
929S,Japan,Dec-07,0
929S,Japan,Jan-08,0
929S,Japan,Feb-08,0
929S,Japan,Mar-08,0
929S,Japan,Apr-08,0
929S,Japan,May-08,0
929S,Japan,Jun-08,0
929S,Japan,Jul-08,0
929S,Japan,Aug-08,0
929S,Japan,Sep-08,0
929S,Japan,Oct-08,0
929S,Japan,Nov-08,0
929S,Japan,Dec-08,0
996S,US,Jan-07,28
996S,US,Feb-07,7
996S,US,Mar-07,1
996S,US,Apr-07,0
996S,US,May-07,0
996S,US,Jun-07,0
996S,US,Jul-07,0
996S,US,Aug-07,0
996S,US,Sep-07,0
996S,US,Oct-07,0
996S,US,Nov-07,0
996S,US,Dec-07,0
996S,US,Jan-08,0
996S,US,Feb-08,0
996S,US,Mar-08,0
996S,US,Apr-08,0
996S,US,May-08,0
996S,US,Jun-08,0
996S,US,Jul-08,0
996S,US,Aug-08,0
996S,US,Sep-08,0
996S,US,Oct-08,0
996S,US,Nov-08,0
996S,US,Dec-08,0
996S,Canada,Jan-07,35
996S,Canada,Feb-07,9
996S,Canada,Mar-07,2
996S,Canada,Apr-07,0
996S,Canada,May-07,0
996S,Canada,Jun-07,0
996S,Canada,Jul-07,0
996S,Canada,Aug-07,0
996S,Canada,Sep-07,0
996S,Canada,Oct-07,0
996S,Canada,Nov-07,0
996S,Canada,Dec-07,0
996S,Canada,Jan-08,0
996S,Canada,Feb-08,0
996S,Canada,Mar-08,0
996S,Canada,Apr-08,0
996S,Canada,May-08,0
996S,Canada,Jun-08,0
996S,Canada,Jul-08,0
996S,Canada,Aug-08,0
996S,Canada,Sep-08,0
996S,Canada,Oct-08,0
996S,Canada,Nov-08,0
996S,Canada,Dec-08,0
996S,Brazil,Jan-07,4
996S,Brazil,Feb-07,1
996S,Brazil,Mar-07,0
996S,Brazil,Apr-07,0
996S,Brazil,May-07,0
996S,Brazil,Jun-07,0
996S,Brazil,Jul-07,0
996S,Brazil,Aug-07,0
996S,Brazil,Sep-07,0
996S,Brazil,Oct-07,0
996S,Brazil,Nov-07,0
996S,Brazil,Dec-07,0
996S,Brazil,Jan-08,0
996S,Brazil,Feb-08,0
996S,Brazil,Mar-08,0
996S,Brazil,Apr-08,0
996S,Brazil,May-08,0
996S,Brazil,Jun-08,0
996S,Brazil,Jul-08,0
996S,Brazil,Aug-08,0
996S,Brazil,Sep-08,0
996S,Brazil,Oct-08,0
996S,Brazil,Nov-08,0
996S,Brazil,Dec-08,0
996S,Argentina,Jan-07,38
996S,Argentina,Feb-07,10
996S,Argentina,Mar-07,2
996S,Argentina,Apr-07,0
996S,Argentina,May-07,0
996S,Argentina,Jun-07,0
996S,Argentina,Jul-07,0
996S,Argentina,Aug-07,0
996S,Argentina,Sep-07,0
996S,Argentina,Oct-07,0
996S,Argentina,Nov-07,0
996S,Argentina,Dec-07,0
996S,Argentina,Jan-08,0
996S,Argentina,Feb-08,0
996S,Argentina,Mar-08,0
996S,Argentina,Apr-08,0
996S,Argentina,May-08,0
996S,Argentina,Jun-08,0
996S,Argentina,Jul-08,0
996S,Argentina,Aug-08,0
996S,Argentina,Sep-08,0
996S,Argentina,Oct-08,0
996S,Argentina,Nov-08,0
996S,Argentina,Dec-08,0
996S,UK,Jan-07,19
996S,UK,Feb-07,5
996S,UK,Mar-07,1
996S,UK,Apr-07,0
996S,UK,May-07,0
996S,UK,Jun-07,0
996S,UK,Jul-07,0
996S,UK,Aug-07,0
996S,UK,Sep-07,0
996S,UK,Oct-07,0
996S,UK,Nov-07,0
996S,UK,Dec-07,0
996S,UK,Jan-08,0
996S,UK,Feb-08,0
996S,UK,Mar-08,0
996S,UK,Apr-08,0
996S,UK,May-08,0
996S,UK,Jun-08,0
996S,UK,Jul-08,0
996S,UK,Aug-08,0
996S,UK,Sep-08,0
996S,UK,Oct-08,0
996S,UK,Nov-08,0
996S,UK,Dec-08,0
996S,France,Jan-07,21
996S,France,Feb-07,5
996S,France,Mar-07,1
996S,France,Apr-07,0
996S,France,May-07,0
996S,France,Jun-07,0
996S,France,Jul-07,0
996S,France,Aug-07,0
996S,France,Sep-07,0
996S,France,Oct-07,0
996S,France,Nov-07,0
996S,France,Dec-07,0
996S,France,Jan-08,0
996S,France,Feb-08,0
996S,France,Mar-08,0
996S,France,Apr-08,0
996S,France,May-08,0
996S,France,Jun-08,0
996S,France,Jul-08,0
996S,France,Aug-08,0
996S,France,Sep-08,0
996S,France,Oct-08,0
996S,France,Nov-08,0
996S,France,Dec-08,0
996S,Germany,Jan-07,19
996S,Germany,Feb-07,4
996S,Germany,Mar-07,1
996S,Germany,Apr-07,0
996S,Germany,May-07,0
996S,Germany,Jun-07,0
996S,Germany,Jul-07,0
996S,Germany,Aug-07,0
996S,Germany,Sep-07,0
996S,Germany,Oct-07,0
996S,Germany,Nov-07,0
996S,Germany,Dec-07,0
996S,Germany,Jan-08,0
996S,Germany,Feb-08,0
996S,Germany,Mar-08,0
996S,Germany,Apr-08,0
996S,Germany,May-08,0
996S,Germany,Jun-08,0
996S,Germany,Jul-08,0
996S,Germany,Aug-08,0
996S,Germany,Sep-08,0
996S,Germany,Oct-08,0
996S,Germany,Nov-08,0
996S,Germany,Dec-08,0
996S,Spain,Jan-07,34
996S,Spain,Feb-07,9
996S,Spain,Mar-07,2
996S,Spain,Apr-07,0
996S,Spain,May-07,0
996S,Spain,Jun-07,0
996S,Spain,Jul-07,0
996S,Spain,Aug-07,0
996S,Spain,Sep-07,0
996S,Spain,Oct-07,0
996S,Spain,Nov-07,0
996S,Spain,Dec-07,0
996S,Spain,Jan-08,0
996S,Spain,Feb-08,0
996S,Spain,Mar-08,0
996S,Spain,Apr-08,0
996S,Spain,May-08,0
996S,Spain,Jun-08,0
996S,Spain,Jul-08,0
996S,Spain,Aug-08,0
996S,Spain,Sep-08,0
996S,Spain,Oct-08,0
996S,Spain,Nov-08,0
996S,Spain,Dec-08,0
996S,Italy,Jan-07,10
996S,Italy,Feb-07,3
996S,Italy,Mar-07,1
996S,Italy,Apr-07,0
996S,Italy,May-07,0
996S,Italy,Jun-07,0
996S,Italy,Jul-07,0
996S,Italy,Aug-07,0
996S,Italy,Sep-07,0
996S,Italy,Oct-07,0
996S,Italy,Nov-07,0
996S,Italy,Dec-07,0
996S,Italy,Jan-08,0
996S,Italy,Feb-08,0
996S,Italy,Mar-08,0
996S,Italy,Apr-08,0
996S,Italy,May-08,0
996S,Italy,Jun-08,0
996S,Italy,Jul-08,0
996S,Italy,Aug-08,0
996S,Italy,Sep-08,0
996S,Italy,Oct-08,0
996S,Italy,Nov-08,0
996S,Italy,Dec-08,0
996S,China,Jan-07,39
996S,China,Feb-07,10
996S,China,Mar-07,2
996S,China,Apr-07,0
996S,China,May-07,0
996S,China,Jun-07,0
996S,China,Jul-07,0
996S,China,Aug-07,0
996S,China,Sep-07,0
996S,China,Oct-07,0
996S,China,Nov-07,0
996S,China,Dec-07,0
996S,China,Jan-08,0
996S,China,Feb-08,0
996S,China,Mar-08,0
996S,China,Apr-08,0
996S,China,May-08,0
996S,China,Jun-08,0
996S,China,Jul-08,0
996S,China,Aug-08,0
996S,China,Sep-08,0
996S,China,Oct-08,0
996S,China,Nov-08,0
996S,China,Dec-08,0
996S,Japan,Jan-07,20
996S,Japan,Feb-07,5
996S,Japan,Mar-07,1
996S,Japan,Apr-07,0
996S,Japan,May-07,0
996S,Japan,Jun-07,0
996S,Japan,Jul-07,0
996S,Japan,Aug-07,0
996S,Japan,Sep-07,0
996S,Japan,Oct-07,0
996S,Japan,Nov-07,0
996S,Japan,Dec-07,0
996S,Japan,Jan-08,0
996S,Japan,Feb-08,0
996S,Japan,Mar-08,0
996S,Japan,Apr-08,0
996S,Japan,May-08,0
996S,Japan,Jun-08,0
996S,Japan,Jul-08,0
996S,Japan,Aug-08,0
996S,Japan,Sep-08,0
996S,Japan,Oct-08,0
996S,Japan,Nov-08,0
996S,Japan,Dec-08,0
996RS,US,Jan-07,6
996RS,US,Feb-07,2
996RS,US,Mar-07,0
996RS,US,Apr-07,0
996RS,US,May-07,0
996RS,US,Jun-07,0
996RS,US,Jul-07,0
996RS,US,Aug-07,0
996RS,US,Sep-07,0
996RS,US,Oct-07,0
996RS,US,Nov-07,0
996RS,US,Dec-07,0
996RS,US,Jan-08,0
996RS,US,Feb-08,0
996RS,US,Mar-08,0
996RS,US,Apr-08,0
996RS,US,May-08,0
996RS,US,Jun-08,0
996RS,US,Jul-08,0
996RS,US,Aug-08,0
996RS,US,Sep-08,0
996RS,US,Oct-08,0
996RS,US,Nov-08,0
996RS,US,Dec-08,0
996RS,Canada,Jan-07,29
996RS,Canada,Feb-07,7
996RS,Canada,Mar-07,1
996RS,Canada,Apr-07,0
996RS,Canada,May-07,0
996RS,Canada,Jun-07,0
996RS,Canada,Jul-07,0
996RS,Canada,Aug-07,0
996RS,Canada,Sep-07,0
996RS,Canada,Oct-07,0
996RS,Canada,Nov-07,0
996RS,Canada,Dec-07,0
996RS,Canada,Jan-08,0
996RS,Canada,Feb-08,0
996RS,Canada,Mar-08,0
996RS,Canada,Apr-08,0
996RS,Canada,May-08,0
996RS,Canada,Jun-08,0
996RS,Canada,Jul-08,0
996RS,Canada,Aug-08,0
996RS,Canada,Sep-08,0
996RS,Canada,Oct-08,0
996RS,Canada,Nov-08,0
996RS,Canada,Dec-08,0
996RS,Brazil,Jan-07,39
996RS,Brazil,Feb-07,10
996RS,Brazil,Mar-07,2
996RS,Brazil,Apr-07,0
996RS,Brazil,May-07,0
996RS,Brazil,Jun-07,0
996RS,Brazil,Jul-07,0
996RS,Brazil,Aug-07,0
996RS,Brazil,Sep-07,0
996RS,Brazil,Oct-07,0
996RS,Brazil,Nov-07,0
996RS,Brazil,Dec-07,0
996RS,Brazil,Jan-08,0
996RS,Brazil,Feb-08,0
996RS,Brazil,Mar-08,0
996RS,Brazil,Apr-08,0
996RS,Brazil,May-08,0
996RS,Brazil,Jun-08,0
996RS,Brazil,Jul-08,0
996RS,Brazil,Aug-08,0
996RS,Brazil,Sep-08,0
996RS,Brazil,Oct-08,0
996RS,Brazil,Nov-08,0
996RS,Brazil,Dec-08,0
996RS,Argentina,Jan-07,19
996RS,Argentina,Feb-07,5
996RS,Argentina,Mar-07,1
996RS,Argentina,Apr-07,0
996RS,Argentina,May-07,0
996RS,Argentina,Jun-07,0
996RS,Argentina,Jul-07,0
996RS,Argentina,Aug-07,0
996RS,Argentina,Sep-07,0
996RS,Argentina,Oct-07,0
996RS,Argentina,Nov-07,0
996RS,Argentina,Dec-07,0
996RS,Argentina,Jan-08,0
996RS,Argentina,Feb-08,0
996RS,Argentina,Mar-08,0
996RS,Argentina,Apr-08,0
996RS,Argentina,May-08,0
996RS,Argentina,Jun-08,0
996RS,Argentina,Jul-08,0
996RS,Argentina,Aug-08,0
996RS,Argentina,Sep-08,0
996RS,Argentina,Oct-08,0
996RS,Argentina,Nov-08,0
996RS,Argentina,Dec-08,0
996RS,UK,Jan-07,21
996RS,UK,Feb-07,6
996RS,UK,Mar-07,1
996RS,UK,Apr-07,0
996RS,UK,May-07,0
996RS,UK,Jun-07,0
996RS,UK,Jul-07,0
996RS,UK,Aug-07,0
996RS,UK,Sep-07,0
996RS,UK,Oct-07,0
996RS,UK,Nov-07,0
996RS,UK,Dec-07,0
996RS,UK,Jan-08,0
996RS,UK,Feb-08,0
996RS,UK,Mar-08,0
996RS,UK,Apr-08,0
996RS,UK,May-08,0
996RS,UK,Jun-08,0
996RS,UK,Jul-08,0
996RS,UK,Aug-08,0
996RS,UK,Sep-08,0
996RS,UK,Oct-08,0
996RS,UK,Nov-08,0
996RS,UK,Dec-08,0
996RS,France,Jan-07,10
996RS,France,Feb-07,3
996RS,France,Mar-07,1
996RS,France,Apr-07,0
996RS,France,May-07,0
996RS,France,Jun-07,0
996RS,France,Jul-07,0
996RS,France,Aug-07,0
996RS,France,Sep-07,0
996RS,France,Oct-07,0
996RS,France,Nov-07,0
996RS,France,Dec-07,0
996RS,France,Jan-08,0
996RS,France,Feb-08,0
996RS,France,Mar-08,0
996RS,France,Apr-08,0
996RS,France,May-08,0
996RS,France,Jun-08,0
996RS,France,Jul-08,0
996RS,France,Aug-08,0
996RS,France,Sep-08,0
996RS,France,Oct-08,0
996RS,France,Nov-08,0
996RS,France,Dec-08,0
996RS,Germany,Jan-07,14
996RS,Germany,Feb-07,3
996RS,Germany,Mar-07,1
996RS,Germany,Apr-07,0
996RS,Germany,May-07,0
996RS,Germany,Jun-07,0
996RS,Germany,Jul-07,0
996RS,Germany,Aug-07,0
996RS,Germany,Sep-07,0
996RS,Germany,Oct-07,0
996RS,Germany,Nov-07,0
996RS,Germany,Dec-07,0
996RS,Germany,Jan-08,0
996RS,Germany,Feb-08,0
996RS,Germany,Mar-08,0
996RS,Germany,Apr-08,0
996RS,Germany,May-08,0
996RS,Germany,Jun-08,0
996RS,Germany,Jul-08,0
996RS,Germany,Aug-08,0
996RS,Germany,Sep-08,0
996RS,Germany,Oct-08,0
996RS,Germany,Nov-08,0
996RS,Germany,Dec-08,0
996RS,Spain,Jan-07,28
996RS,Spain,Feb-07,8
996RS,Spain,Mar-07,1
996RS,Spain,Apr-07,0
996RS,Spain,May-07,0
996RS,Spain,Jun-07,0
996RS,Spain,Jul-07,0
996RS,Spain,Aug-07,0
996RS,Spain,Sep-07,0
996RS,Spain,Oct-07,0
996RS,Spain,Nov-07,0
996RS,Spain,Dec-07,0
996RS,Spain,Jan-08,0
996RS,Spain,Feb-08,0
996RS,Spain,Mar-08,0
996RS,Spain,Apr-08,0
996RS,Spain,May-08,0
996RS,Spain,Jun-08,0
996RS,Spain,Jul-08,0
996RS,Spain,Aug-08,0
996RS,Spain,Sep-08,0
996RS,Spain,Oct-08,0
996RS,Spain,Nov-08,0
996RS,Spain,Dec-08,0
996RS,Italy,Jan-07,28
996RS,Italy,Feb-07,7
996RS,Italy,Mar-07,2
996RS,Italy,Apr-07,0
996RS,Italy,May-07,0
996RS,Italy,Jun-07,0
996RS,Italy,Jul-07,0
996RS,Italy,Aug-07,0
996RS,Italy,Sep-07,0
996RS,Italy,Oct-07,0
996RS,Italy,Nov-07,0
996RS,Italy,Dec-07,0
996RS,Italy,Jan-08,0
996RS,Italy,Feb-08,0
996RS,Italy,Mar-08,0
996RS,Italy,Apr-08,0
996RS,Italy,May-08,0
996RS,Italy,Jun-08,0
996RS,Italy,Jul-08,0
996RS,Italy,Aug-08,0
996RS,Italy,Sep-08,0
996RS,Italy,Oct-08,0
996RS,Italy,Nov-08,0
996RS,Italy,Dec-08,0
996RS,China,Jan-07,2
996RS,China,Feb-07,1
996RS,China,Mar-07,0
996RS,China,Apr-07,0
996RS,China,May-07,0
996RS,China,Jun-07,0
996RS,China,Jul-07,0
996RS,China,Aug-07,0
996RS,China,Sep-07,0
996RS,China,Oct-07,0
996RS,China,Nov-07,0
996RS,China,Dec-07,0
996RS,China,Jan-08,0
996RS,China,Feb-08,0
996RS,China,Mar-08,0
996RS,China,Apr-08,0
996RS,China,May-08,0
996RS,China,Jun-08,0
996RS,China,Jul-08,0
996RS,China,Aug-08,0
996RS,China,Sep-08,0
996RS,China,Oct-08,0
996RS,China,Nov-08,0
996RS,China,Dec-08,0
996RS,Japan,Jan-07,10
996RS,Japan,Feb-07,2
996RS,Japan,Mar-07,0
996RS,Japan,Apr-07,0
996RS,Japan,May-07,0
996RS,Japan,Jun-07,0
996RS,Japan,Jul-07,0
996RS,Japan,Aug-07,0
996RS,Japan,Sep-07,0
996RS,Japan,Oct-07,0
996RS,Japan,Nov-07,0
996RS,Japan,Dec-07,0
996RS,Japan,Jan-08,0
996RS,Japan,Feb-08,0
996RS,Japan,Mar-08,0
996RS,Japan,Apr-08,0
996RS,Japan,May-08,0
996RS,Japan,Jun-08,0
996RS,Japan,Jul-08,0
996RS,Japan,Aug-08,0
996RS,Japan,Sep-08,0
996RS,Japan,Oct-08,0
996RS,Japan,Nov-08,0
996RS,Japan,Dec-08,0
RoadStar,US,Jan-07,34
RoadStar,US,Feb-07,8
RoadStar,US,Mar-07,2
RoadStar,US,Apr-07,0
RoadStar,US,May-07,0
RoadStar,US,Jun-07,0
RoadStar,US,Jul-07,0
RoadStar,US,Aug-07,0
RoadStar,US,Sep-07,0
RoadStar,US,Oct-07,0
RoadStar,US,Nov-07,0
RoadStar,US,Dec-07,0
RoadStar,US,Jan-08,0
RoadStar,US,Feb-08,0
RoadStar,US,Mar-08,0
RoadStar,US,Apr-08,0
RoadStar,US,May-08,0
RoadStar,US,Jun-08,0
RoadStar,US,Jul-08,0
RoadStar,US,Aug-08,0
RoadStar,US,Sep-08,0
RoadStar,US,Oct-08,0
RoadStar,US,Nov-08,0
RoadStar,US,Dec-08,0
RoadStar,Canada,Jan-07,40
RoadStar,Canada,Feb-07,10
RoadStar,Canada,Mar-07,2
RoadStar,Canada,Apr-07,0
RoadStar,Canada,May-07,0
RoadStar,Canada,Jun-07,0
RoadStar,Canada,Jul-07,0
RoadStar,Canada,Aug-07,0
RoadStar,Canada,Sep-07,0
RoadStar,Canada,Oct-07,0
RoadStar,Canada,Nov-07,0
RoadStar,Canada,Dec-07,0
RoadStar,Canada,Jan-08,0
RoadStar,Canada,Feb-08,0
RoadStar,Canada,Mar-08,0
RoadStar,Canada,Apr-08,0
RoadStar,Canada,May-08,0
RoadStar,Canada,Jun-08,0
RoadStar,Canada,Jul-08,0
RoadStar,Canada,Aug-08,0
RoadStar,Canada,Sep-08,0
RoadStar,Canada,Oct-08,0
RoadStar,Canada,Nov-08,0
RoadStar,Canada,Dec-08,0
RoadStar,Brazil,Jan-07,32
RoadStar,Brazil,Feb-07,8
RoadStar,Brazil,Mar-07,2
RoadStar,Brazil,Apr-07,0
RoadStar,Brazil,May-07,0
RoadStar,Brazil,Jun-07,0
RoadStar,Brazil,Jul-07,0
RoadStar,Brazil,Aug-07,0
RoadStar,Brazil,Sep-07,0
RoadStar,Brazil,Oct-07,0
RoadStar,Brazil,Nov-07,0
RoadStar,Brazil,Dec-07,0
RoadStar,Brazil,Jan-08,0
RoadStar,Brazil,Feb-08,0
RoadStar,Brazil,Mar-08,0
RoadStar,Brazil,Apr-08,0
RoadStar,Brazil,May-08,0
RoadStar,Brazil,Jun-08,0
RoadStar,Brazil,Jul-08,0
RoadStar,Brazil,Aug-08,0
RoadStar,Brazil,Sep-08,0
RoadStar,Brazil,Oct-08,0
RoadStar,Brazil,Nov-08,0
RoadStar,Brazil,Dec-08,0
RoadStar,Argentina,Jan-07,42
RoadStar,Argentina,Feb-07,10
RoadStar,Argentina,Mar-07,2
RoadStar,Argentina,Apr-07,0
RoadStar,Argentina,May-07,0
RoadStar,Argentina,Jun-07,0
RoadStar,Argentina,Jul-07,0
RoadStar,Argentina,Aug-07,0
RoadStar,Argentina,Sep-07,0
RoadStar,Argentina,Oct-07,0
RoadStar,Argentina,Nov-07,0
RoadStar,Argentina,Dec-07,0
RoadStar,Argentina,Jan-08,0
RoadStar,Argentina,Feb-08,0
RoadStar,Argentina,Mar-08,0
RoadStar,Argentina,Apr-08,0
RoadStar,Argentina,May-08,0
RoadStar,Argentina,Jun-08,0
RoadStar,Argentina,Jul-08,0
RoadStar,Argentina,Aug-08,0
RoadStar,Argentina,Sep-08,0
RoadStar,Argentina,Oct-08,0
RoadStar,Argentina,Nov-08,0
RoadStar,Argentina,Dec-08,0
RoadStar,UK,Jan-07,14
RoadStar,UK,Feb-07,4
RoadStar,UK,Mar-07,1
RoadStar,UK,Apr-07,0
RoadStar,UK,May-07,0
RoadStar,UK,Jun-07,0
RoadStar,UK,Jul-07,0
RoadStar,UK,Aug-07,0
RoadStar,UK,Sep-07,0
RoadStar,UK,Oct-07,0
RoadStar,UK,Nov-07,0
RoadStar,UK,Dec-07,0
RoadStar,UK,Jan-08,0
RoadStar,UK,Feb-08,0
RoadStar,UK,Mar-08,0
RoadStar,UK,Apr-08,0
RoadStar,UK,May-08,0
RoadStar,UK,Jun-08,0
RoadStar,UK,Jul-08,0
RoadStar,UK,Aug-08,0
RoadStar,UK,Sep-08,0
RoadStar,UK,Oct-08,0
RoadStar,UK,Nov-08,0
RoadStar,UK,Dec-08,0
RoadStar,France,Jan-07,37
RoadStar,France,Feb-07,9
RoadStar,France,Mar-07,2
RoadStar,France,Apr-07,0
RoadStar,France,May-07,0
RoadStar,France,Jun-07,0
RoadStar,France,Jul-07,0
RoadStar,France,Aug-07,0
RoadStar,France,Sep-07,0
RoadStar,France,Oct-07,0
RoadStar,France,Nov-07,0
RoadStar,France,Dec-07,0
RoadStar,France,Jan-08,0
RoadStar,France,Feb-08,0
RoadStar,France,Mar-08,0
RoadStar,France,Apr-08,0
RoadStar,France,May-08,0
RoadStar,France,Jun-08,0
RoadStar,France,Jul-08,0
RoadStar,France,Aug-08,0
RoadStar,France,Sep-08,0
RoadStar,France,Oct-08,0
RoadStar,France,Nov-08,0
RoadStar,France,Dec-08,0
RoadStar,Germany,Jan-07,36
RoadStar,Germany,Feb-07,8
RoadStar,Germany,Mar-07,2
RoadStar,Germany,Apr-07,0
RoadStar,Germany,May-07,0
RoadStar,Germany,Jun-07,0
RoadStar,Germany,Jul-07,0
RoadStar,Germany,Aug-07,0
RoadStar,Germany,Sep-07,0
RoadStar,Germany,Oct-07,0
RoadStar,Germany,Nov-07,0
RoadStar,Germany,Dec-07,0
RoadStar,Germany,Jan-08,0
RoadStar,Germany,Feb-08,0
RoadStar,Germany,Mar-08,0
RoadStar,Germany,Apr-08,0
RoadStar,Germany,May-08,0
RoadStar,Germany,Jun-08,0
RoadStar,Germany,Jul-08,0
RoadStar,Germany,Aug-08,0
RoadStar,Germany,Sep-08,0
RoadStar,Germany,Oct-08,0
RoadStar,Germany,Nov-08,0
RoadStar,Germany,Dec-08,0
RoadStar,Spain,Jan-07,34
RoadStar,Spain,Feb-07,8
RoadStar,Spain,Mar-07,2
RoadStar,Spain,Apr-07,0
RoadStar,Spain,May-07,0
RoadStar,Spain,Jun-07,0
RoadStar,Spain,Jul-07,0
RoadStar,Spain,Aug-07,0
RoadStar,Spain,Sep-07,0
RoadStar,Spain,Oct-07,0
RoadStar,Spain,Nov-07,0
RoadStar,Spain,Dec-07,0
RoadStar,Spain,Jan-08,0
RoadStar,Spain,Feb-08,0
RoadStar,Spain,Mar-08,0
RoadStar,Spain,Apr-08,0
RoadStar,Spain,May-08,0
RoadStar,Spain,Jun-08,0
RoadStar,Spain,Jul-08,0
RoadStar,Spain,Aug-08,0
RoadStar,Spain,Sep-08,0
RoadStar,Spain,Oct-08,0
RoadStar,Spain,Nov-08,0
RoadStar,Spain,Dec-08,0
RoadStar,Italy,Jan-07,44
RoadStar,Italy,Feb-07,11
RoadStar,Italy,Mar-07,2
RoadStar,Italy,Apr-07,0
RoadStar,Italy,May-07,0
RoadStar,Italy,Jun-07,0
