Plants,Markets,Months,Products,value
Los Angeles,China,Feb-07,Bandit 1200,0.0
Los Angeles,China,Feb-07,Bandit 1200S,0.0
Los Angeles,China,Feb-07,Bandit 900,0.0
Los Angeles,China,Feb-07,Boulevard,0.0
Los Angeles,China,Feb-07,CRS550,0.0
Los Angeles,China,Feb-07,CRX500,0.0
Los Angeles,China,Feb-07,CRX600,0.0
Los Angeles,China,Feb-07,CRX650,0.0
Los Angeles,China,Feb-07,Enduro 350,0.0
Los Angeles,China,Feb-07,Enduro 450,0.0
Los Angeles,China,Feb-07,Enduro 550,0.0
Los Angeles,China,Feb-07,KingTwin,0.0
Los Angeles,China,Feb-07,MegaTwin,0.0
Los Angeles,China,Feb-07,RoadLiner,0.0
Los Angeles,China,Feb-07,RoadStar,0.0
Los Angeles,China,Feb-07,ST1200,200.0
Los Angeles,China,Feb-07,ST1200R,0.0
Los Angeles,China,Feb-07,ST900,0.0
Los Angeles,China,Feb-07,Victory,0.0
Los Angeles,China,Jan-07,200S,0.0
Los Angeles,China,Jan-07,300S,0.0
Los Angeles,China,Jan-07,600S,0.0
Los Angeles,China,Jan-07,626S,79.0
Los Angeles,China,Jan-07,676RS,0.0
Los Angeles,China,Jan-07,676S,0.0
Los Angeles,China,Jan-07,900S,0.0
Los Angeles,China,Jan-07,929S,0.0
Los Angeles,China,Jan-07,996RS,0.0
Los Angeles,China,Jan-07,996S,0.0
Los Angeles,China,Jan-07,Bandit 1200,0.0
Los Angeles,China,Jan-07,Bandit 1200S,253.0
Los Angeles,China,Jan-07,Bandit 900,0.0
Los Angeles,China,Jan-07,Boulevard,0.0
Los Angeles,China,Jan-07,CRS550,71.0
Los Angeles,China,Jan-07,CRX500,0.0
Los Angeles,China,Jan-07,CRX600,0.0
Los Angeles,China,Jan-07,CRX650,0.0
Los Angeles,China,Jan-07,Enduro 350,0.0
Los Angeles,China,Jan-07,Enduro 450,0.0
Los Angeles,China,Jan-07,Enduro 550,0.0
Los Angeles,China,Jan-07,KingTwin,0.0
Los Angeles,China,Jan-07,MegaTwin,0.0
Los Angeles,China,Jan-07,RoadLiner,0.0
Los Angeles,China,Jan-07,RoadStar,0.0
Los Angeles,China,Jan-07,ST1200,0.0
Los Angeles,China,Jan-07,ST1200R,0.0
Los Angeles,China,Jan-07,ST900,0.0
Los Angeles,China,Jan-07,Victory,0.0
Los Angeles,China,Mar-07,200S,0.0
Los Angeles,China,Mar-07,300S,0.0
Los Angeles,China,Mar-07,600S,0.0
Los Angeles,China,Mar-07,626S,0.0
Los Angeles,China,Mar-07,676RS,0.0
Los Angeles,China,Mar-07,676S,0.0
Los Angeles,China,Mar-07,900S,0.0
Los Angeles,China,Mar-07,929S,0.0
Los Angeles,China,Mar-07,996RS,0.0
Los Angeles,China,Mar-07,996S,0.0
Los Angeles,China,Mar-07,Bandit 1200,0.0
Los Angeles,China,Mar-07,Bandit 1200S,0.0
Los Angeles,China,Mar-07,Bandit 900,0.0
Los Angeles,China,Mar-07,Boulevard,0.0
Los Angeles,China,Mar-07,CRS550,0.0
Los Angeles,China,Mar-07,CRX500,0.0
Los Angeles,China,Mar-07,CRX600,0.0
Los Angeles,China,Mar-07,CRX650,0.0
Los Angeles,China,Mar-07,Enduro 350,0.0
Los Angeles,China,Mar-07,Enduro 450,0.0
Los Angeles,China,Mar-07,Enduro 550,0.0
Los Angeles,China,Mar-07,KingTwin,0.0
Los Angeles,China,Mar-07,MegaTwin,0.0
Los Angeles,China,Mar-07,RoadLiner,0.0
Los Angeles,China,Mar-07,RoadStar,0.0
Los Angeles,China,Mar-07,ST1200,0.0
Los Angeles,China,Mar-07,ST1200R,0.0
Los Angeles,China,Mar-07,ST900,0.0
Los Angeles,China,Mar-07,Victory,0.0
Los Angeles,France,Feb-07,200S,0.0
Los Angeles,France,Feb-07,300S,0.0
Los Angeles,France,Feb-07,600S,0.0
Los Angeles,France,Feb-07,626S,22.0
Los Angeles,France,Feb-07,676RS,0.0
Los Angeles,France,Feb-07,676S,0.0
Los Angeles,France,Feb-07,900S,0.0
Los Angeles,France,Feb-07,929S,0.0
Los Angeles,France,Feb-07,996RS,0.0
Los Angeles,France,Feb-07,996S,0.0
Los Angeles,France,Feb-07,Bandit 1200,0.0
Los Angeles,France,Feb-07,Bandit 1200S,0.0
Los Angeles,France,Feb-07,Bandit 900,0.0
Los Angeles,France,Feb-07,Boulevard,0.0
Los Angeles,France,Feb-07,CRS550,68.0
Los Angeles,France,Feb-07,CRX500,0.0
Los Angeles,France,Feb-07,CRX600,0.0
Los Angeles,France,Feb-07,CRX650,0.0
Los Angeles,France,Feb-07,Enduro 350,0.0
Los Angeles,France,Feb-07,Enduro 450,0.0
Los Angeles,France,Feb-07,Enduro 550,0.0
Los Angeles,France,Feb-07,KingTwin,0.0
Los Angeles,France,Feb-07,MegaTwin,0.0
Los Angeles,France,Feb-07,RoadLiner,0.0
Los Angeles,France,Feb-07,RoadStar,0.0
Los Angeles,France,Feb-07,ST1200,0.0
Los Angeles,France,Feb-07,ST1200R,0.0
Los Angeles,France,Feb-07,ST900,0.0
Los Angeles,France,Feb-07,Victory,0.0
Los Angeles,France,Jan-07,200S,0.0
Los Angeles,France,Jan-07,300S,108.0
Los Angeles,France,Jan-07,600S,0.0
Los Angeles,France,Jan-07,626S,0.0
Los Angeles,France,Jan-07,676RS,0.0
Los Angeles,France,Jan-07,676S,0.0
Los Angeles,France,Jan-07,900S,0.0
Los Angeles,France,Jan-07,929S,0.0
Los Angeles,France,Jan-07,996RS,0.0
Los Angeles,France,Jan-07,996S,0.0
Los Angeles,France,Jan-07,Bandit 1200,0.0
Los Angeles,France,Jan-07,Bandit 1200S,303.0
Los Angeles,France,Jan-07,Bandit 900,0.0
Los Angeles,France,Jan-07,Boulevard,0.0
Los Angeles,France,Jan-07,CRS550,67.0
Los Angeles,France,Jan-07,CRX500,0.0
Los Angeles,France,Jan-07,CRX600,0.0
Los Angeles,France,Jan-07,CRX650,0.0
Los Angeles,France,Jan-07,Enduro 350,0.0
Los Angeles,France,Jan-07,Enduro 450,0.0
Los Angeles,France,Jan-07,Enduro 550,0.0
Los Angeles,France,Jan-07,KingTwin,0.0
Los Angeles,France,Jan-07,MegaTwin,0.0
Los Angeles,France,Jan-07,RoadLiner,0.0
Los Angeles,France,Jan-07,RoadStar,0.0
Los Angeles,France,Jan-07,ST1200,0.0
Los Angeles,France,Jan-07,ST1200R,0.0
Los Angeles,France,Jan-07,ST900,0.0
Los Angeles,France,Jan-07,Victory,0.0
Los Angeles,France,Mar-07,200S,0.0
Los Angeles,France,Mar-07,300S,105.0
Los Angeles,France,Mar-07,600S,0.0
Los Angeles,France,Mar-07,626S,25.0
Los Angeles,France,Mar-07,676RS,0.0
Los Angeles,France,Mar-07,676S,0.0
Los Angeles,France,Mar-07,900S,0.0
Los Angeles,France,Mar-07,929S,0.0
Los Angeles,France,Mar-07,996RS,0.0
Los Angeles,France,Mar-07,996S,0.0
Los Angeles,France,Mar-07,Bandit 1200,0.0
Los Angeles,France,Mar-07,Bandit 1200S,0.0
Los Angeles,France,Mar-07,Bandit 900,0.0
Los Angeles,France,Mar-07,Boulevard,0.0
Los Angeles,France,Mar-07,CRS550,67.0
Los Angeles,France,Mar-07,CRX500,0.0
Los Angeles,France,Mar-07,CRX600,0.0
Los Angeles,France,Mar-07,CRX650,0.0
Los Angeles,France,Mar-07,Enduro 350,0.0
Los Angeles,France,Mar-07,Enduro 450,0.0
Los Angeles,France,Mar-07,Enduro 550,0.0
Los Angeles,France,Mar-07,KingTwin,0.0
Los Angeles,France,Mar-07,MegaTwin,0.0
Los Angeles,France,Mar-07,RoadLiner,0.0
Los Angeles,France,Mar-07,RoadStar,0.0
Los Angeles,France,Mar-07,ST1200,0.0
Los Angeles,France,Mar-07,ST1200R,0.0
Los Angeles,France,Mar-07,ST900,0.0
Los Angeles,France,Mar-07,Victory,0.0
Los Angeles,Germany,Feb-07,200S,0.0
Los Angeles,Germany,Feb-07,300S,0.0
Los Angeles,Germany,Feb-07,600S,0.0
Los Angeles,Germany,Feb-07,626S,0.0
Los Angeles,Germany,Feb-07,676RS,0.0
Los Angeles,Germany,Feb-07,676S,0.0
Los Angeles,Germany,Feb-07,900S,0.0
Los Angeles,Germany,Feb-07,929S,41.0
Los Angeles,Germany,Feb-07,996RS,0.0
Los Angeles,Germany,Feb-07,996S,0.0
Los Angeles,Germany,Feb-07,Bandit 1200,0.0
Los Angeles,Germany,Feb-07,Bandit 1200S,0.0
Los Angeles,Germany,Feb-07,Bandit 900,0.0
Los Angeles,Germany,Feb-07,Boulevard,0.0
Los Angeles,Germany,Feb-07,CRS550,66.0
Los Angeles,Germany,Feb-07,CRX500,0.0
Los Angeles,Germany,Feb-07,CRX600,0.0
Los Angeles,Germany,Feb-07,CRX650,0.0
Los Angeles,Germany,Feb-07,Enduro 350,0.0
Los Angeles,Germany,Feb-07,Enduro 450,0.0
Los Angeles,Germany,Feb-07,Enduro 550,0.0
Los Angeles,Germany,Feb-07,KingTwin,0.0
Los Angeles,Germany,Feb-07,MegaTwin,0.0
Los Angeles,Germany,Feb-07,RoadLiner,0.0
Los Angeles,Germany,Feb-07,RoadStar,0.0
Los Angeles,Germany,Feb-07,ST1200,0.0
Los Angeles,Germany,Feb-07,ST1200R,0.0
Los Angeles,Germany,Feb-07,ST900,0.0
Los Angeles,Germany,Feb-07,Victory,0.0
Los Angeles,Germany,Jan-07,200S,0.0
Los Angeles,Germany,Jan-07,300S,81.0
Los Angeles,Germany,Jan-07,600S,0.0
Los Angeles,Germany,Jan-07,626S,22.0
Los Angeles,Germany,Jan-07,676RS,0.0
Los Angeles,Germany,Jan-07,676S,0.0
Los Angeles,Germany,Jan-07,900S,0.0
Los Angeles,Germany,Jan-07,929S,0.0
Los Angeles,Germany,Jan-07,996RS,0.0
Los Angeles,Germany,Jan-07,996S,0.0
Los Angeles,Germany,Jan-07,Bandit 1200,0.0
Los Angeles,Germany,Jan-07,Bandit 1200S,0.0
Los Angeles,Germany,Jan-07,Bandit 900,0.0
Los Angeles,Germany,Jan-07,Boulevard,0.0
Los Angeles,Germany,Jan-07,CRS550,61.0
Los Angeles,Germany,Jan-07,CRX500,0.0
Los Angeles,Germany,Jan-07,CRX600,0.0
Los Angeles,Germany,Jan-07,CRX650,0.0
Los Angeles,Germany,Jan-07,Enduro 350,0.0
Los Angeles,Germany,Jan-07,Enduro 450,0.0
Los Angeles,Germany,Jan-07,Enduro 550,0.0
Los Angeles,Germany,Jan-07,KingTwin,0.0
Los Angeles,Germany,Jan-07,MegaTwin,0.0
Los Angeles,Germany,Jan-07,RoadLiner,0.0
Los Angeles,Germany,Jan-07,RoadStar,0.0
Los Angeles,Germany,Jan-07,ST1200,0.0
Los Angeles,Germany,Jan-07,ST1200R,0.0
Los Angeles,Germany,Jan-07,ST900,0.0
Los Angeles,Germany,Jan-07,Victory,0.0
Los Angeles,Germany,Mar-07,200S,0.0
Los Angeles,Germany,Mar-07,300S,44.0
Los Angeles,Germany,Mar-07,600S,0.0
Los Angeles,Germany,Mar-07,626S,0.0
Los Angeles,Germany,Mar-07,676RS,0.0
Los Angeles,Germany,Mar-07,676S,0.0
Los Angeles,Germany,Mar-07,900S,0.0
Los Angeles,Germany,Mar-07,929S,0.0
Los Angeles,Germany,Mar-07,996RS,0.0
Los Angeles,Germany,Mar-07,996S,0.0
Los Angeles,Germany,Mar-07,Bandit 1200,0.0
Los Angeles,Germany,Mar-07,Bandit 1200S,0.0
Los Angeles,Germany,Mar-07,Bandit 900,0.0
Los Angeles,Germany,Mar-07,Boulevard,0.0
Los Angeles,Germany,Mar-07,CRS550,62.0
Los Angeles,Germany,Mar-07,CRX500,0.0
Los Angeles,Germany,Mar-07,CRX600,0.0
Los Angeles,Germany,Mar-07,CRX650,0.0
Los Angeles,Germany,Mar-07,Enduro 350,0.0
Los Angeles,Germany,Mar-07,Enduro 450,0.0
Los Angeles,Germany,Mar-07,Enduro 550,0.0
Los Angeles,Germany,Mar-07,KingTwin,0.0
Los Angeles,Germany,Mar-07,MegaTwin,0.0
Los Angeles,Germany,Mar-07,RoadLiner,0.0
Los Angeles,Germany,Mar-07,RoadStar,0.0
Los Angeles,Germany,Mar-07,ST1200,0.0
Los Angeles,Germany,Mar-07,ST1200R,0.0
Los Angeles,Germany,Mar-07,ST900,0.0
Los Angeles,Germany,Mar-07,Victory,0.0
Los Angeles,Italy,Feb-07,200S,0.0
Los Angeles,Italy,Feb-07,300S,9.0
Los Angeles,Italy,Feb-07,600S,0.0
Los Angeles,Italy,Feb-07,626S,0.0
Los Angeles,Italy,Feb-07,676RS,0.0
Los Angeles,Italy,Feb-07,676S,0.0
Los Angeles,Italy,Feb-07,900S,0.0
Los Angeles,Italy,Feb-07,929S,0.0
Los Angeles,Italy,Feb-07,996RS,0.0
Los Angeles,Italy,Feb-07,996S,0.0
Los Angeles,Italy,Feb-07,Bandit 1200,0.0
Los Angeles,Italy,Feb-07,Bandit 1200S,0.0
Los Angeles,Italy,Feb-07,Bandit 900,0.0
Los Angeles,Italy,Feb-07,Boulevard,0.0
Los Angeles,Italy,Feb-07,CRS550,62.0
Los Angeles,Italy,Feb-07,CRX500,0.0
Los Angeles,Italy,Feb-07,CRX600,0.0
Los Angeles,Italy,Feb-07,CRX650,0.0
Los Angeles,Italy,Feb-07,Enduro 350,0.0
Los Angeles,Italy,Feb-07,Enduro 450,0.0
Los Angeles,Italy,Feb-07,Enduro 550,0.0
Los Angeles,Italy,Feb-07,KingTwin,0.0
Los Angeles,Italy,Feb-07,MegaTwin,0.0
Los Angeles,Italy,Feb-07,RoadLiner,0.0
Los Angeles,Italy,Feb-07,RoadStar,0.0
Los Angeles,Italy,Feb-07,ST1200,0.0
Los Angeles,Italy,Feb-07,ST1200R,0.0
Los Angeles,Italy,Feb-07,ST900,0.0
Los Angeles,Italy,Feb-07,Victory,0.0
Los Angeles,Italy,Jan-07,200S,32.0
Los Angeles,Italy,Jan-07,300S,7.0
Los Angeles,Italy,Jan-07,600S,0.0
Los Angeles,Italy,Jan-07,626S,24.0
Los Angeles,Italy,Jan-07,676RS,0.0
Los Angeles,Italy,Jan-07,676S,0.0
Los Angeles,Italy,Jan-07,900S,0.0
Los Angeles,Italy,Jan-07,929S,0.0
Los Angeles,Italy,Jan-07,996RS,0.0
Los Angeles,Italy,Jan-07,996S,0.0
Los Angeles,Italy,Jan-07,Bandit 1200,0.0
Los Angeles,Italy,Jan-07,Bandit 1200S,0.0
Los Angeles,Italy,Jan-07,Bandit 900,0.0
Los Angeles,Italy,Jan-07,Boulevard,0.0
Los Angeles,Italy,Jan-07,CRS550,70.0
Los Angeles,Italy,Jan-07,CRX500,0.0
Los Angeles,Italy,Jan-07,CRX600,0.0
Los Angeles,Italy,Jan-07,CRX650,0.0
Los Angeles,Italy,Jan-07,Enduro 350,0.0
Los Angeles,Italy,Jan-07,Enduro 450,0.0
Los Angeles,Italy,Jan-07,Enduro 550,0.0
Los Angeles,Italy,Jan-07,KingTwin,0.0
Los Angeles,Italy,Jan-07,MegaTwin,0.0
Los Angeles,Italy,Jan-07,RoadLiner,0.0
Los Angeles,Italy,Jan-07,RoadStar,0.0
Los Angeles,Italy,Jan-07,ST1200,0.0
Los Angeles,Italy,Jan-07,ST1200R,0.0
Los Angeles,Italy,Jan-07,ST900,0.0
Los Angeles,Italy,Jan-07,Victory,0.0
Los Angeles,Italy,Mar-07,200S,0.0
Los Angeles,Italy,Mar-07,300S,6.0
Los Angeles,Italy,Mar-07,600S,0.0
Los Angeles,Italy,Mar-07,626S,24.0
Los Angeles,Italy,Mar-07,676RS,0.0
Los Angeles,Italy,Mar-07,676S,0.0
Los Angeles,Italy,Mar-07,900S,0.0
Los Angeles,Italy,Mar-07,929S,46.0
Los Angeles,Italy,Mar-07,996RS,0.0
Los Angeles,Italy,Mar-07,996S,0.0
Los Angeles,Italy,Mar-07,Bandit 1200,0.0
Los Angeles,Italy,Mar-07,Bandit 1200S,23.0
Los Angeles,Italy,Mar-07,Bandit 900,0.0
Los Angeles,Italy,Mar-07,Boulevard,0.0
Los Angeles,Italy,Mar-07,CRS550,66.0
Los Angeles,Italy,Mar-07,CRX500,0.0
Los Angeles,Italy,Mar-07,CRX600,0.0
Los Angeles,Italy,Mar-07,CRX650,0.0
Los Angeles,Italy,Mar-07,Enduro 350,0.0
Los Angeles,Italy,Mar-07,Enduro 450,0.0
Los Angeles,Italy,Mar-07,Enduro 550,0.0
Los Angeles,Italy,Mar-07,KingTwin,0.0
Los Angeles,Italy,Mar-07,MegaTwin,0.0
Los Angeles,Italy,Mar-07,RoadLiner,0.0
Los Angeles,Italy,Mar-07,RoadStar,0.0
Los Angeles,Italy,Mar-07,ST1200,0.0
Los Angeles,Italy,Mar-07,ST1200R,0.0
Los Angeles,Italy,Mar-07,ST900,0.0
Los Angeles,Italy,Mar-07,Victory,0.0
Los Angeles,Japan,Feb-07,200S,0.0
Los Angeles,Japan,Feb-07,300S,0.0
Los Angeles,Japan,Feb-07,600S,0.0
Los Angeles,Japan,Feb-07,626S,0.0
Los Angeles,Japan,Feb-07,676RS,0.0
Los Angeles,Japan,Feb-07,676S,0.0
Los Angeles,Japan,Feb-07,900S,0.0
Los Angeles,Japan,Feb-07,929S,0.0
Los Angeles,Japan,Feb-07,996RS,0.0
Los Angeles,Japan,Feb-07,996S,0.0
Los Angeles,Japan,Feb-07,Bandit 1200,0.0
Los Angeles,Japan,Feb-07,Bandit 1200S,0.0
Los Angeles,Japan,Feb-07,Bandit 900,0.0
Los Angeles,Japan,Feb-07,Boulevard,0.0
Los Angeles,Japan,Feb-07,CRS550,0.0
Los Angeles,Japan,Feb-07,CRX500,0.0
Los Angeles,Japan,Feb-07,CRX600,0.0
Los Angeles,Japan,Feb-07,CRX650,0.0
Los Angeles,Japan,Feb-07,Enduro 350,0.0
Los Angeles,Japan,Feb-07,Enduro 450,0.0
Los Angeles,Japan,Feb-07,Enduro 550,0.0
Los Angeles,Japan,Feb-07,KingTwin,0.0
Los Angeles,Japan,Feb-07,MegaTwin,0.0
Los Angeles,Japan,Feb-07,RoadLiner,0.0
Los Angeles,Japan,Feb-07,RoadStar,0.0
Los Angeles,Japan,Feb-07,ST1200,0.0
Los Angeles,Japan,Feb-07,ST1200R,0.0
Los Angeles,Japan,Feb-07,ST900,0.0
Los Angeles,Japan,Feb-07,Victory,0.0
Los Angeles,Japan,Jan-07,200S,0.0
Los Angeles,Japan,Jan-07,300S,0.0
Los Angeles,Japan,Jan-07,600S,0.0
Los Angeles,Japan,Jan-07,626S,254.0
Los Angeles,Japan,Jan-07,676RS,0.0
Los Angeles,Japan,Jan-07,676S,0.0
Los Angeles,Japan,Jan-07,900S,0.0
Los Angeles,Japan,Jan-07,929S,68.0
Los Angeles,Japan,Jan-07,996RS,0.0
Los Angeles,Japan,Jan-07,996S,0.0
Los Angeles,Japan,Jan-07,Bandit 1200,0.0
Los Angeles,Japan,Jan-07,Bandit 1200S,273.0
Los Angeles,Japan,Jan-07,Bandit 900,0.0
Los Angeles,Japan,Jan-07,Boulevard,0.0
Los Angeles,Japan,Jan-07,CRS550,53.0
Los Angeles,Japan,Jan-07,CRX500,0.0
Los Angeles,Japan,Jan-07,CRX600,0.0
Los Angeles,Japan,Jan-07,CRX650,0.0
Los Angeles,Japan,Jan-07,Enduro 350,0.0
Los Angeles,Japan,Jan-07,Enduro 450,0.0
Los Angeles,Japan,Jan-07,Enduro 550,0.0
Los Angeles,Japan,Jan-07,KingTwin,0.0
Los Angeles,Japan,Jan-07,MegaTwin,0.0
Los Angeles,Japan,Jan-07,RoadLiner,0.0
Los Angeles,Japan,Jan-07,RoadStar,0.0
Los Angeles,Japan,Jan-07,ST1200,0.0
Los Angeles,Japan,Jan-07,ST1200R,0.0
Los Angeles,Japan,Jan-07,ST900,0.0
Los Angeles,Japan,Jan-07,Victory,0.0
Los Angeles,Japan,Mar-07,200S,0.0
Los Angeles,Japan,Mar-07,300S,0.0
Los Angeles,Japan,Mar-07,600S,0.0
Los Angeles,Japan,Mar-07,626S,0.0
Los Angeles,Japan,Mar-07,676RS,0.0
Los Angeles,Japan,Mar-07,676S,0.0
Los Angeles,Japan,Mar-07,900S,0.0
Los Angeles,Japan,Mar-07,929S,0.0
Los Angeles,Japan,Mar-07,996RS,0.0
Los Angeles,Japan,Mar-07,996S,0.0
Los Angeles,Japan,Mar-07,Bandit 1200,0.0
Los Angeles,Japan,Mar-07,Bandit 1200S,0.0
Los Angeles,Japan,Mar-07,Bandit 900,0.0
Los Angeles,Japan,Mar-07,Boulevard,0.0
Los Angeles,Japan,Mar-07,CRS550,0.0
Los Angeles,Japan,Mar-07,CRX500,0.0
Los Angeles,Japan,Mar-07,CRX600,0.0
Los Angeles,Japan,Mar-07,CRX650,0.0
Los Angeles,Japan,Mar-07,Enduro 350,0.0
Los Angeles,Japan,Mar-07,Enduro 450,0.0
Los Angeles,Japan,Mar-07,Enduro 550,0.0
Los Angeles,Japan,Mar-07,KingTwin,0.0
Los Angeles,Japan,Mar-07,MegaTwin,0.0
Los Angeles,Japan,Mar-07,RoadLiner,0.0
Los Angeles,Japan,Mar-07,RoadStar,0.0
Los Angeles,Japan,Mar-07,ST1200,0.0
Los Angeles,Japan,Mar-07,ST1200R,0.0
Los Angeles,Japan,Mar-07,ST900,0.0
Los Angeles,Japan,Mar-07,Victory,0.0
Los Angeles,Spain,Feb-07,200S,0.0
Los Angeles,Spain,Feb-07,300S,0.0
Los Angeles,Spain,Feb-07,600S,0.0
Los Angeles,Spain,Feb-07,626S,0.0
Los Angeles,Spain,Feb-07,676RS,0.0
Los Angeles,Spain,Feb-07,676S,0.0
Los Angeles,Spain,Feb-07,900S,0.0
Los Angeles,Spain,Feb-07,929S,0.0
Los Angeles,Spain,Feb-07,996RS,0.0
Los Angeles,Spain,Feb-07,996S,0.0
Los Angeles,Spain,Feb-07,Bandit 1200,0.0
Los Angeles,Spain,Feb-07,Bandit 1200S,0.0
Los Angeles,Spain,Feb-07,Bandit 900,0.0
Los Angeles,Spain,Feb-07,Boulevard,0.0
Los Angeles,Spain,Feb-07,CRS550,0.0
Los Angeles,Spain,Feb-07,CRX500,0.0
Los Angeles,Spain,Feb-07,CRX600,0.0
Los Angeles,Spain,Feb-07,CRX650,0.0
Los Angeles,Spain,Feb-07,Enduro 350,0.0
Los Angeles,Spain,Feb-07,Enduro 450,0.0
Los Angeles,Spain,Feb-07,Enduro 550,0.0
Los Angeles,Spain,Feb-07,KingTwin,0.0
Los Angeles,Spain,Feb-07,MegaTwin,0.0
Los Angeles,Spain,Feb-07,RoadLiner,0.0
Los Angeles,Spain,Feb-07,RoadStar,0.0
Los Angeles,Spain,Feb-07,ST1200,0.0
Los Angeles,Spain,Feb-07,ST1200R,0.0
Los Angeles,Spain,Feb-07,ST900,0.0
Los Angeles,Spain,Feb-07,Victory,0.0
Los Angeles,Spain,Jan-07,200S,192.0
Los Angeles,Spain,Jan-07,300S,61.0
Los Angeles,Spain,Jan-07,600S,0.0
Los Angeles,Spain,Jan-07,626S,52.0
Los Angeles,Spain,Jan-07,676RS,0.0
Los Angeles,Spain,Jan-07,676S,0.0
Los Angeles,Spain,Jan-07,900S,0.0
Los Angeles,Spain,Jan-07,929S,285.0
Los Angeles,Spain,Jan-07,996RS,0.0
Los Angeles,Spain,Jan-07,996S,0.0
Los Angeles,Spain,Jan-07,Bandit 1200,0.0
Los Angeles,Spain,Jan-07,Bandit 1200S,0.0
Los Angeles,Spain,Jan-07,Bandit 900,0.0
Los Angeles,Spain,Jan-07,Boulevard,0.0
Los Angeles,Spain,Jan-07,CRS550,194.0
Los Angeles,Spain,Jan-07,CRX500,0.0
Los Angeles,Spain,Jan-07,CRX600,0.0
Los Angeles,Spain,Jan-07,CRX650,0.0
Los Angeles,Spain,Jan-07,Enduro 350,0.0
Los Angeles,Spain,Jan-07,Enduro 450,0.0
Los Angeles,Spain,Jan-07,Enduro 550,0.0
Los Angeles,Spain,Jan-07,KingTwin,0.0
Los Angeles,Spain,Jan-07,MegaTwin,0.0
Los Angeles,Spain,Jan-07,RoadLiner,0.0
Los Angeles,Spain,Jan-07,RoadStar,0.0
Los Angeles,Spain,Jan-07,ST1200,0.0
Los Angeles,Spain,Jan-07,ST1200R,0.0
Los Angeles,Spain,Jan-07,ST900,0.0
Los Angeles,Spain,Jan-07,Victory,0.0
Los Angeles,Spain,Mar-07,200S,0.0
Los Angeles,Spain,Mar-07,300S,0.0
Los Angeles,Spain,Mar-07,600S,0.0
Los Angeles,Spain,Mar-07,626S,0.0
Los Angeles,Spain,Mar-07,676RS,0.0
Los Angeles,Spain,Mar-07,676S,0.0
Los Angeles,Spain,Mar-07,900S,0.0
Los Angeles,Spain,Mar-07,929S,0.0
Los Angeles,Spain,Mar-07,996RS,0.0
Los Angeles,Spain,Mar-07,996S,0.0
Los Angeles,Spain,Mar-07,Bandit 1200,0.0
Los Angeles,Spain,Mar-07,Bandit 1200S,0.0
Los Angeles,Spain,Mar-07,Bandit 900,0.0
Los Angeles,Spain,Mar-07,Boulevard,0.0
Los Angeles,Spain,Mar-07,CRS550,0.0
Los Angeles,Spain,Mar-07,CRX500,0.0
Los Angeles,Spain,Mar-07,CRX600,0.0
Los Angeles,Spain,Mar-07,CRX650,0.0
Los Angeles,Spain,Mar-07,Enduro 350,0.0
Los Angeles,Spain,Mar-07,Enduro 450,0.0
Los Angeles,Spain,Mar-07,Enduro 550,0.0
Los Angeles,Spain,Mar-07,KingTwin,0.0
Los Angeles,Spain,Mar-07,MegaTwin,0.0
Los Angeles,Spain,Mar-07,RoadLiner,0.0
Los Angeles,Spain,Mar-07,RoadStar,0.0
Los Angeles,Spain,Mar-07,ST1200,0.0
Los Angeles,Spain,Mar-07,ST1200R,0.0
Los Angeles,Spain,Mar-07,ST900,0.0
Los Angeles,Spain,Mar-07,Victory,0.0
Los Angeles,UK,Feb-07,200S,0.0
Los Angeles,UK,Feb-07,300S,0.0
Los Angeles,UK,Feb-07,600S,0.0
Los Angeles,UK,Feb-07,626S,0.0
Los Angeles,UK,Feb-07,676RS,0.0
Los Angeles,UK,Feb-07,676S,0.0
Los Angeles,UK,Feb-07,900S,0.0
Los Angeles,UK,Feb-07,929S,0.0
Los Angeles,UK,Feb-07,996RS,0.0
Los Angeles,UK,Feb-07,996S,0.0
Los Angeles,UK,Feb-07,Bandit 1200,0.0
Los Angeles,UK,Feb-07,Bandit 1200S,0.0
Los Angeles,UK,Feb-07,Bandit 900,0.0
Los Angeles,UK,Feb-07,Boulevard,0.0
Los Angeles,UK,Feb-07,CRS550,0.0
Los Angeles,UK,Feb-07,CRX500,0.0
Los Angeles,UK,Feb-07,CRX600,0.0
Los Angeles,UK,Feb-07,CRX650,0.0
Los Angeles,UK,Feb-07,Enduro 350,0.0
Los Angeles,UK,Feb-07,Enduro 450,0.0
Los Angeles,UK,Feb-07,Enduro 550,0.0
Los Angeles,UK,Feb-07,KingTwin,0.0
Los Angeles,UK,Feb-07,MegaTwin,0.0
Los Angeles,UK,Feb-07,RoadLiner,0.0
Los Angeles,UK,Feb-07,RoadStar,0.0
Los Angeles,UK,Feb-07,ST1200,0.0
Los Angeles,UK,Feb-07,ST1200R,0.0
Los Angeles,UK,Feb-07,ST900,0.0
Los Angeles,UK,Feb-07,Victory,0.0
Los Angeles,UK,Jan-07,200S,0.0
Los Angeles,UK,Jan-07,300S,0.0
Los Angeles,UK,Jan-07,600S,0.0
Los Angeles,UK,Jan-07,626S,0.0
Los Angeles,UK,Jan-07,676RS,0.0
Los Angeles,UK,Jan-07,676S,0.0
Los Angeles,UK,Jan-07,900S,0.0
Los Angeles,UK,Jan-07,929S,0.0
