machine,day,failure
M-512,Day-02,0
M-512,Day-03,0
M-512,Day-04,0
M-512,Day-05,0
M-512,Day-06,0
M-512,Day-07,0
M-512,Day-08,0
M-512,Day-09,0
M-512,Day-10,0
M-512,Day-11,1
M-512,Day-12,14
M-512,Day-13,32
M-512,Day-14,35
M-512,Day-15,12
M-512,Day-16,2
M-512,Day-17,0
M-512,Day-18,0
M-512,Day-19,0
M-512,Day-20,0
M-513,Day-01,0
M-513,Day-02,0
M-513,Day-03,5
M-513,Day-04,15
M-513,Day-05,28
M-513,Day-06,28
M-513,Day-07,16
M-513,Day-08,4
M-513,Day-09,0
M-513,Day-10,0
M-513,Day-11,0
M-513,Day-12,0
M-513,Day-13,0
M-513,Day-14,0
M-513,Day-15,0
M-513,Day-16,0
M-513,Day-17,0
M-513,Day-18,0
M-513,Day-19,0
M-513,Day-20,0
M-514,Day-01,0
M-514,Day-02,0
M-514,Day-03,0
M-514,Day-04,0
M-514,Day-05,0
M-514,Day-06,0
M-514,Day-07,0
M-514,Day-08,0
M-514,Day-09,0
M-514,Day-10,1
M-514,Day-11,11
M-514,Day-12,34
M-514,Day-13,37
M-514,Day-14,12
M-514,Day-15,1
M-514,Day-16,0
M-514,Day-17,0
M-514,Day-18,0
M-514,Day-19,0
M-514,Day-20,0
M-515,Day-01,0
M-515,Day-02,0
M-515,Day-03,0
M-515,Day-04,0
M-515,Day-05,0
M-515,Day-06,0
M-515,Day-07,1
M-515,Day-08,50
M-515,Day-09,45
M-515,Day-10,2
M-515,Day-11,0
M-515,Day-12,0
M-515,Day-13,0
M-515,Day-14,0
M-515,Day-15,0
M-515,Day-16,0
M-515,Day-17,0
M-515,Day-18,0
M-515,Day-19,0
M-515,Day-20,0
M-516,Day-01,0
M-516,Day-02,0
M-516,Day-03,0
M-516,Day-04,0
M-516,Day-05,1
M-516,Day-06,7
M-516,Day-07,15
M-516,Day-08,25
M-516,Day-09,23
M-516,Day-10,16
M-516,Day-11,7
M-516,Day-12,2
M-516,Day-13,0
M-516,Day-14,0
M-516,Day-15,0
M-516,Day-16,0
M-516,Day-17,0
M-516,Day-18,0
M-516,Day-19,0
M-516,Day-20,0
M-517,Day-01,0
M-517,Day-02,0
M-517,Day-03,0
M-517,Day-04,0
M-517,Day-05,0
M-517,Day-06,0
M-517,Day-07,0
M-517,Day-08,0
M-517,Day-09,0
M-517,Day-10,0
M-517,Day-11,0
M-517,Day-12,0
M-517,Day-13,3
M-517,Day-14,45
M-517,Day-15,50
M-517,Day-16,1
M-517,Day-17,0
M-517,Day-18,0
M-517,Day-19,0
M-517,Day-20,0
M-518,Day-01,0
M-518,Day-02,0
M-518,Day-03,0
M-518,Day-04,0
M-518,Day-05,1
M-518,Day-06,3
M-518,Day-07,13
M-518,Day-08,29
M-518,Day-09,30
M-518,Day-10,15
M-518,Day-11,5
M-518,Day-12,0
M-518,Day-13,0
M-518,Day-14,0
M-518,Day-15,0
M-518,Day-16,0
M-518,Day-17,0
M-518,Day-18,0
M-518,Day-19,0
M-518,Day-20,0
M-519,Day-01,0
M-519,Day-02,1
M-519,Day-03,11
M-519,Day-04,34
M-519,Day-05,36
M-519,Day-06,14
M-519,Day-07,1
M-519,Day-08,0
M-519,Day-09,0
M-519,Day-10,0
M-519,Day-11,0
M-519,Day-12,0
M-519,Day-13,0
M-519,Day-14,0
M-519,Day-15,0
M-519,Day-16,0
M-519,Day-17,0
M-519,Day-18,0
M-519,Day-19,0
M-519,Day-20,0
M-520,Day-01,0
M-520,Day-02,0
M-520,Day-03,0
M-520,Day-04,0
M-520,Day-05,2
M-520,Day-06,14
M-520,Day-07,36
M-520,Day-08,33
M-520,Day-09,12
M-520,Day-10,1
M-520,Day-11,0
M-520,Day-12,0
M-520,Day-13,0
M-520,Day-14,0
M-520,Day-15,0
M-520,Day-16,0
M-520,Day-17,0
M-520,Day-18,0
M-520,Day-19,0
M-520,Day-20,0
M-521,Day-01,0
M-521,Day-02,0
M-521,Day-03,0
M-521,Day-04,0
M-521,Day-05,0
M-521,Day-06,0
M-521,Day-07,0
M-521,Day-08,0
M-521,Day-09,0
M-521,Day-10,0
M-521,Day-11,1
M-521,Day-12,4
M-521,Day-13,15
M-521,Day-14,27
M-521,Day-15,28
M-521,Day-16,16
M-521,Day-17,5
M-521,Day-18,0
M-521,Day-19,0
M-521,Day-20,0
M-522,Day-01,0
M-522,Day-02,0
M-522,Day-03,0
M-522,Day-04,0
M-522,Day-05,0
M-522,Day-06,0
M-522,Day-07,0
M-522,Day-08,0
M-522,Day-09,0
M-522,Day-10,9
M-522,Day-11,41
M-522,Day-12,40
M-522,Day-13,8
M-522,Day-14,0
M-522,Day-15,0
M-522,Day-16,0
M-522,Day-17,0
M-522,Day-18,0
M-522,Day-19,0
M-522,Day-20,0
M-523,Day-01,0
M-523,Day-02,0
M-523,Day-03,0
M-523,Day-04,0
M-523,Day-05,0
M-523,Day-06,0
M-523,Day-07,0
M-523,Day-08,0
M-523,Day-09,1
M-523,Day-10,6
M-523,Day-11,16
M-523,Day-12,23
M-523,Day-13,24
M-523,Day-14,18
M-523,Day-15,6
M-523,Day-16,2
M-523,Day-17,0
M-523,Day-18,0
M-523,Day-19,0
M-523,Day-20,0
M-524,Day-01,0
M-524,Day-02,0
M-524,Day-03,0
M-524,Day-04,0
M-524,Day-05,0
M-524,Day-06,0
M-524,Day-07,0
M-524,Day-08,0
M-524,Day-09,8
M-524,Day-10,41
M-524,Day-11,41
M-524,Day-12,7
M-524,Day-13,0
M-524,Day-14,0
M-524,Day-15,0
M-524,Day-16,0
M-524,Day-17,0
M-524,Day-18,0
M-524,Day-19,0
M-524,Day-20,0
M-525,Day-01,0
M-525,Day-02,0
M-525,Day-03,0
M-525,Day-04,2
M-525,Day-05,49
M-525,Day-06,46
M-525,Day-07,1
M-525,Day-08,0
M-525,Day-09,0
M-525,Day-10,0
M-525,Day-11,0
M-525,Day-12,0
M-525,Day-13,0
M-525,Day-14,0
M-525,Day-15,0
M-525,Day-16,0
M-525,Day-17,0
M-525,Day-18,0
M-525,Day-19,0
M-525,Day-20,0
M-526,Day-01,0
M-526,Day-02,0
M-526,Day-03,0
M-526,Day-04,0
M-526,Day-05,0
M-526,Day-06,0
M-526,Day-07,0
M-526,Day-08,0
M-526,Day-09,0
M-526,Day-10,0
M-526,Day-11,0
M-526,Day-12,0
M-526,Day-13,0
M-526,Day-14,0
M-526,Day-15,0
M-526,Day-16,1
M-526,Day-17,47
M-526,Day-18,48
M-526,Day-19,2
M-526,Day-20,0
M-527,Day-01,0
M-527,Day-02,0
M-527,Day-03,0
M-527,Day-04,0
M-527,Day-05,0
M-527,Day-06,0
M-527,Day-07,0
M-527,Day-08,0
M-527,Day-09,0
M-527,Day-10,0
M-527,Day-11,1
M-527,Day-12,46
M-527,Day-13,49
M-527,Day-14,2
M-527,Day-15,0
M-527,Day-16,0
M-527,Day-17,0
M-527,Day-18,0
M-527,Day-19,0
M-527,Day-20,0
M-528,Day-01,0
M-528,Day-02,0
M-528,Day-03,0
M-528,Day-04,0
M-528,Day-05,7
M-528,Day-06,40
M-528,Day-07,40
M-528,Day-08,10
M-528,Day-09,0
M-528,Day-10,0
M-528,Day-11,0
M-528,Day-12,0
M-528,Day-13,0
M-528,Day-14,0
M-528,Day-15,0
M-528,Day-16,0
M-528,Day-17,0
M-528,Day-18,0
M-528,Day-19,0
M-528,Day-20,0
M-529,Day-01,0
M-529,Day-02,0
M-529,Day-03,0
M-529,Day-04,0
M-529,Day-05,0
M-529,Day-06,0
M-529,Day-07,0
M-529,Day-08,0
M-529,Day-09,0
M-529,Day-10,0
M-529,Day-11,0
M-529,Day-12,0
M-529,Day-13,2
M-529,Day-14,50
M-529,Day-15,44
M-529,Day-16,2
M-529,Day-17,0
M-529,Day-18,0
M-529,Day-19,0
M-529,Day-20,0
M-530,Day-01,4
M-530,Day-02,16
M-530,Day-03,26
M-530,Day-04,30
M-530,Day-05,16
M-530,Day-06,4
M-530,Day-07,0
M-530,Day-08,0
M-530,Day-09,0
M-530,Day-10,0
M-530,Day-11,0
M-530,Day-12,0
M-530,Day-13,0
M-530,Day-14,0
M-530,Day-15,0
M-530,Day-16,0
M-530,Day-17,0
M-530,Day-18,0
M-530,Day-19,0
M-530,Day-20,0
M-531,Day-01,0
M-531,Day-02,0
M-531,Day-03,0
M-531,Day-04,0
M-531,Day-05,0
M-531,Day-06,9
M-531,Day-07,40
M-531,Day-08,40
M-531,Day-09,9
M-531,Day-10,0
M-531,Day-11,0
M-531,Day-12,0
M-531,Day-13,0
M-531,Day-14,0
M-531,Day-15,0
M-531,Day-16,0
M-531,Day-17,0
M-531,Day-18,0
M-531,Day-19,0
M-531,Day-20,0
M-532,Day-01,2
M-532,Day-02,5
M-532,Day-03,17
M-532,Day-04,23
M-532,Day-05,25
M-532,Day-06,15
M-532,Day-07,6
M-532,Day-08,2
M-532,Day-09,0
M-532,Day-10,0
M-532,Day-11,0
M-532,Day-12,0
M-532,Day-13,0
M-532,Day-14,0
M-532,Day-15,0
M-532,Day-16,0
M-532,Day-17,0
M-532,Day-18,0
M-532,Day-19,0
M-532,Day-20,0
M-533,Day-01,0
M-533,Day-02,0
M-533,Day-03,0
M-533,Day-04,8
M-533,Day-05,42
M-533,Day-06,39
M-533,Day-07,8
M-533,Day-08,0
M-533,Day-09,0
M-533,Day-10,0
M-533,Day-11,0
M-533,Day-12,0
M-533,Day-13,0
M-533,Day-14,0
M-533,Day-15,0
M-533,Day-16,0
M-533,Day-17,0
M-533,Day-18,0
M-533,Day-19,0
M-533,Day-20,0
M-534,Day-01,0
M-534,Day-02,0
M-534,Day-03,0
M-534,Day-04,0
M-534,Day-05,1
M-534,Day-06,48
M-534,Day-07,48
M-534,Day-08,2
M-534,Day-09,0
M-534,Day-10,0
M-534,Day-11,0
M-534,Day-12,0
M-534,Day-13,0
M-534,Day-14,0
M-534,Day-15,0
M-534,Day-16,0
M-534,Day-17,0
M-534,Day-18,0
M-534,Day-19,0
M-534,Day-20,0
M-535,Day-01,16
M-535,Day-02,34
M-535,Day-03,33
M-535,Day-04,13
M-535,Day-05,2
M-535,Day-06,0
M-535,Day-07,0
M-535,Day-08,0
M-535,Day-09,0
M-535,Day-10,0
M-535,Day-11,0
M-535,Day-12,0
M-535,Day-13,0
M-535,Day-14,0
M-535,Day-15,0
M-535,Day-16,0
M-535,Day-17,0
M-535,Day-18,0
M-535,Day-19,0
M-535,Day-20,0
M-536,Day-01,0
M-536,Day-02,0
M-536,Day-03,1
M-536,Day-04,4
M-536,Day-05,15
M-536,Day-06,28
M-536,Day-07,27
M-536,Day-08,17
M-536,Day-09,5
M-536,Day-10,0
M-536,Day-11,0
M-536,Day-12,0
M-536,Day-13,0
M-536,Day-14,0
M-536,Day-15,0
M-536,Day-16,0
M-536,Day-17,0
M-536,Day-18,0
M-536,Day-19,0
M-536,Day-20,0
M-537,Day-01,0
M-537,Day-02,0
M-537,Day-03,0
M-537,Day-04,0
M-537,Day-05,2
M-537,Day-06,12
M-537,Day-07,34
M-537,Day-08,33
M-537,Day-09,13
M-537,Day-10,2
M-537,Day-11,0
M-537,Day-12,0
M-537,Day-13,0
M-537,Day-14,0
M-537,Day-15,0
M-537,Day-16,0
M-537,Day-17,0
M-537,Day-18,0
M-537,Day-19,0
M-537,Day-20,0
M-538,Day-01,0
M-538,Day-02,0
M-538,Day-03,0
M-538,Day-04,0
M-538,Day-05,8
M-538,Day-06,44
M-538,Day-07,39
M-538,Day-08,8
M-538,Day-09,0
M-538,Day-10,0
M-538,Day-11,0
M-538,Day-12,0
M-538,Day-13,0
M-538,Day-14,0
M-538,Day-15,0
M-538,Day-16,0
M-538,Day-17,0
M-538,Day-18,0
M-538,Day-19,0
M-538,Day-20,0
M-539,Day-01,2
M-539,Day-02,15
M-539,Day-03,33
M-539,Day-04,34
M-539,Day-05,12
M-539,Day-06,2
M-539,Day-07,0
M-539,Day-08,0
M-539,Day-09,0
M-539,Day-10,0
M-539,Day-11,0
M-539,Day-12,0
M-539,Day-13,0
M-539,Day-14,0
M-539,Day-15,0
M-539,Day-16,0
M-539,Day-17,0
M-539,Day-18,0
M-539,Day-19,0
M-539,Day-20,0
M-540,Day-01,0
M-540,Day-02,0
M-540,Day-03,0
M-540,Day-04,0
M-540,Day-05,0
M-540,Day-06,0
M-540,Day-07,0
M-540,Day-08,0
M-540,Day-09,0
M-540,Day-10,0
M-540,Day-11,0
M-540,Day-12,0
M-540,Day-13,0
M-540,Day-14,9
M-540,Day-15,39
M-540,Day-16,40
M-540,Day-17,10
M-540,Day-18,0
M-540,Day-19,0
M-540,Day-20,0
M-541,Day-01,0
M-541,Day-02,0
M-541,Day-03,0
M-541,Day-04,0
M-541,Day-05,0
M-541,Day-06,0
M-541,Day-07,0
M-541,Day-08,0
M-541,Day-09,2
M-541,Day-10,47
M-541,Day-11,48
M-541,Day-12,2
M-541,Day-13,0
M-541,Day-14,0
M-541,Day-15,0
M-541,Day-16,0
M-541,Day-17,0
M-541,Day-18,0
M-541,Day-19,0
M-541,Day-20,0
M-542,Day-01,0
M-542,Day-02,2
M-542,Day-03,5
M-542,Day-04,16
M-542,Day-05,23
M-542,Day-06,24
M-542,Day-07,18
M-542,Day-08,8
M-542,Day-09,1
M-542,Day-10,0
M-542,Day-11,0
M-542,Day-12,0
M-542,Day-13,0
M-542,Day-14,0
M-542,Day-15,0
M-542,Day-16,0
M-542,Day-17,0
M-542,Day-18,0
M-542,Day-19,0
M-542,Day-20,0
M-543,Day-01,0
M-543,Day-02,0
M-543,Day-03,0
M-543,Day-04,0
M-543,Day-05,0
M-543,Day-06,1
M-543,Day-07,45
M-543,Day-08,50
M-543,Day-09,2
M-543,Day-10,0
M-543,Day-11,0
M-543,Day-12,0
M-543,Day-13,0
M-543,Day-14,0
M-543,Day-15,0
M-543,Day-16,0
M-543,Day-17,0
M-543,Day-18,0
M-543,Day-19,0
M-543,Day-20,0
M-544,Day-01,0
M-544,Day-02,0
M-544,Day-03,0
M-544,Day-04,0
M-544,Day-05,0
M-544,Day-06,0
M-544,Day-07,0
M-544,Day-08,0
M-544,Day-09,8
M-544,Day-10,40
M-544,Day-11,40
M-544,Day-12,9
M-544,Day-13,0
M-544,Day-14,0
M-544,Day-15,0
M-544,Day-16,0
M-544,Day-17,0
M-544,Day-18,0
M-544,Day-19,0
M-544,Day-20,0
M-545,Day-01,0
M-545,Day-02,0
M-545,Day-03,2
M-545,Day-04,46
M-545,Day-05,49
M-545,Day-06,2
M-545,Day-07,0
M-545,Day-08,0
M-545,Day-09,0
M-545,Day-10,0
M-545,Day-11,0
M-545,Day-12,0
M-545,Day-13,0
M-545,Day-14,0
M-545,Day-15,0
M-545,Day-16,0
M-545,Day-17,0
M-545,Day-18,0
M-545,Day-19,0
M-545,Day-20,0
M-546,Day-01,0
M-546,Day-02,0
M-546,Day-03,0
M-546,Day-04,0
M-546,Day-05,0
M-546,Day-06,0
M-546,Day-07,8
M-546,Day-08,43
M-546,Day-09,39
M-546,Day-10,8
M-546,Day-11,0
M-546,Day-12,0
M-546,Day-13,0
M-546,Day-14,0
M-546,Day-15,0
M-546,Day-16,0
M-546,Day-17,0
M-546,Day-18,0
M-546,Day-19,0
M-546,Day-20,0
M-547,Day-01,0
M-547,Day-02,0
M-547,Day-03,0
M-547,Day-04,0
M-547,Day-05,0
M-547,Day-06,0
M-547,Day-07,0
M-547,Day-08,0
M-547,Day-09,2
M-547,Day-10,12
M-547,Day-11,35
M-547,Day-12,34
M-547,Day-13,13
M-547,Day-14,1
M-547,Day-15,0
M-547,Day-16,0
M-547,Day-17,0
M-547,Day-18,0
M-547,Day-19,0
M-547,Day-20,0
M-548,Day-01,0
M-548,Day-02,0
M-548,Day-03,0
M-548,Day-04,0
M-548,Day-05,0
M-548,Day-06,0
M-548,Day-07,0
M-548,Day-08,0
M-548,Day-09,0
M-548,Day-10,2
M-548,Day-11,11
M-548,Day-12,33
M-548,Day-13,34
M-548,Day-14,15
M-548,Day-15,1
M-548,Day-16,0
M-548,Day-17,0
M-548,Day-18,0
M-548,Day-19,0
M-548,Day-20,0
M-549,Day-01,0
M-549,Day-02,0
M-549,Day-03,0
M-549,Day-04,0
M-549,Day-05,1
M-549,Day-06,6
M-549,Day-07,15
M-549,Day-08,27
M-549,Day-09,24
M-549,Day-10,16
M-549,Day-11,6
M-549,Day-12,2
M-549,Day-13,0
M-549,Day-14,0
M-549,Day-15,0
M-549,Day-16,0
M-549,Day-17,0
M-549,Day-18,0
M-549,Day-19,0
M-549,Day-20,0
M-550,Day-01,0
M-550,Day-02,0
M-550,Day-03,0
M-550,Day-04,0
M-550,Day-05,0
M-550,Day-06,0
M-550,Day-07,0
M-550,Day-08,1
M-550,Day-09,6
M-550,Day-10,14
M-550,Day-11,24
M-550,Day-12,27
M-550,Day-13,16
M-550,Day-14,7
M-550,Day-15,1
M-550,Day-16,0
M-550,Day-17,0
M-550,Day-18,0
M-550,Day-19,0
M-550,Day-20,0
M-551,Day-01,0
M-551,Day-02,0
M-551,Day-03,0
M-551,Day-04,0
M-551,Day-05,0
M-551,Day-06,9
M-551,Day-07,39
M-551,Day-08,43
M-551,Day-09,8
M-551,Day-10,0
M-551,Day-11,0
M-551,Day-12,0
M-551,Day-13,0
M-551,Day-14,0
M-551,Day-15,0
M-551,Day-16,0
M-551,Day-17,0
M-551,Day-18,0
M-551,Day-19,0
M-551,Day-20,0
M-552,Day-01,0
M-552,Day-02,0
M-552,Day-03,1
M-552,Day-04,14
M-552,Day-05,32
M-552,Day-06,36
M-552,Day-07,13
M-552,Day-08,2
M-552,Day-09,0
M-552,Day-10,0
M-552,Day-11,0
M-552,Day-12,0
M-552,Day-13,0
M-552,Day-14,0
M-552,Day-15,0
M-552,Day-16,0
M-552,Day-17,0
M-552,Day-18,0
M-552,Day-19,0
M-552,Day-20,0
M-553,Day-01,0
M-553,Day-02,0
M-553,Day-03,0
M-553,Day-04,0
M-553,Day-05,0
M-553,Day-06,0
M-553,Day-07,0
M-553,Day-08,0
M-553,Day-09,0
M-553,Day-10,0
M-553,Day-11,1
M-553,Day-12,7
M-553,Day-13,13
M-553,Day-14,25
M-553,Day-15,25
M-553,Day-16,16
M-553,Day-17,7
M-553,Day-18,2
M-553,Day-19,0
M-553,Day-20,0
M-554,Day-01,0
M-554,Day-02,0
M-554,Day-03,0
M-554,Day-04,0
M-554,Day-05,0
M-554,Day-06,0
M-554,Day-07,0
M-554,Day-08,0
M-554,Day-09,1
M-554,Day-10,5
M-554,Day-11,16
M-554,Day-12,28
M-554,Day-13,28
M-554,Day-14,14
M-554,Day-15,6
M-554,Day-16,0
M-554,Day-17,0
M-554,Day-18,0
M-554,Day-19,0
M-554,Day-20,0
M-555,Day-01,0
M-555,Day-02,0
M-555,Day-03,0
M-555,Day-04,0
M-555,Day-05,0
M-555,Day-06,0
M-555,Day-07,0
M-555,Day-08,0
M-555,Day-09,0
M-555,Day-10,0
M-555,Day-11,10
M-555,Day-12,41
M-555,Day-13,39
M-555,Day-14,7
M-555,Day-15,0
M-555,Day-16,0
M-555,Day-17,0
M-555,Day-18,0
M-555,Day-19,0
M-555,Day-20,0
M-556,Day-01,0
M-556,Day-02,0
M-556,Day-03,0
M-556,Day-04,0
M-556,Day-05,0
M-556,Day-06,0
M-556,Day-07,4
M-556,Day-08,15
M-556,Day-09,28
M-556,Day-10,29
M-556,Day-11,15
M-556,Day-12,4
M-556,Day-13,0
M-556,Day-14,0
M-556,Day-15,0
M-556,Day-16,0
M-556,Day-17,0
M-556,Day-18,0
M-556,Day-19,0
M-556,Day-20,0
M-557,Day-01,0
M-557,Day-02,0
M-557,Day-03,0
M-557,Day-04,0
M-557,Day-05,0
M-557,Day-06,0
M-557,Day-07,0
M-557,Day-08,0
M-557,Day-09,2
M-557,Day-10,7
M-557,Day-11,16
M-557,Day-12,24
M-557,Day-13,24
M-557,Day-14,16
M-557,Day-15,5
M-557,Day-16,1
M-557,Day-17,0
M-557,Day-18,0
M-557,Day-19,0
M-557,Day-20,0
M-558,Day-01,0
M-558,Day-02,0
M-558,Day-03,0
M-558,Day-04,0
M-558,Day-05,0
M-558,Day-06,0
M-558,Day-07,2
M-558,Day-08,13
M-558,Day-09,33
M-558,Day-10,34
M-558,Day-11,14
M-558,Day-12,2
M-558,Day-13,0
M-558,Day-14,0
M-558,Day-15,0
M-558,Day-16,0
M-558,Day-17,0
M-558,Day-18,0
M-558,Day-19,0
M-558,Day-20,0
M-559,Day-01,0
M-559,Day-02,0
M-559,Day-03,0
M-559,Day-04,0
M-559,Day-05,0
M-559,Day-06,0
M-559,Day-07,0
M-559,Day-08,0
M-559,Day-09,0
M-559,Day-10,0
M-559,Day-11,2
M-559,Day-12,6
M-559,Day-13,15
M-559,Day-14,25
M-559,Day-15,25
M-559,Day-16,15
M-559,Day-17,7
M-559,Day-18,1
M-559,Day-19,0
M-559,Day-20,0
M-560,Day-01,0
M-560,Day-02,0
M-560,Day-03,0
M-560,Day-04,0
M-560,Day-05,0
M-560,Day-06,0
M-560,Day-07,0
M-560,Day-08,0
M-560,Day-09,4
M-560,Day-10,15
M-560,Day-11,28
M-560,Day-12,28
M-560,Day-13,17
M-560,Day-14,4
M-560,Day-15,0
M-560,Day-16,0
M-560,Day-17,0
M-560,Day-18,0
M-560,Day-19,0
M-560,Day-20,0
M-561,Day-01,0
M-561,Day-02,0
M-561,Day-03,0
M-561,Day-04,0
M-561,Day-05,4
M-561,Day-06,15
M-561,Day-07,28
M-561,Day-08,30
M-561,Day-09,16
M-561,Day-10,4
M-561,Day-11,0
M-561,Day-12,0
M-561,Day-13,0
M-561,Day-14,0
M-561,Day-15,0
M-561,Day-16,0
M-561,Day-17,0
M-561,Day-18,0
M-561,Day-19,0
M-561,Day-20,0
M-562,Day-01,0
M-562,Day-02,0
M-562,Day-03,8
M-562,Day-04,41
M-562,Day-05,40
M-562,Day-06,9
M-562,Day-07,0
M-562,Day-08,0
M-562,Day-09,0
M-562,Day-10,0
M-562,Day-11,0
M-562,Day-12,0
M-562,Day-13,0
M-562,Day-14,0
M-562,Day-15,0
M-562,Day-16,0
M-562,Day-17,0
M-562,Day-18,0
M-562,Day-19,0
M-562,Day-20,0
M-563,Day-01,0
M-563,Day-02,0
M-563,Day-03,0
M-563,Day-04,0
M-563,Day-05,0
M-563,Day-06,0
M-563,Day-07,0
M-563,Day-08,0
M-563,Day-09,9
M-563,Day-10,42
M-563,Day-11,41
M-563,Day-12,6
M-563,Day-13,0
M-563,Day-14,0
M-563,Day-15,0
M-563,Day-16,0
M-563,Day-17,0
M-563,Day-18,0
M-563,Day-19,0
M-563,Day-20,0
M-564,Day-01,0
M-564,Day-02,0
M-564,Day-03,0
M-564,Day-04,0
M-564,Day-05,0
M-564,Day-06,1
M-564,Day-07,12
M-564,Day-08,34
M-564,Day-09,33
M-564,Day-10,15
M-564,Day-11,2
M-564,Day-12,0
M-564,Day-13,0
M-564,Day-14,0
M-564,Day-15,0
M-564,Day-16,0
M-564,Day-17,0
M-564,Day-18,0
M-564,Day-19,0
M-564,Day-20,0
M-565,Day-01,0
M-565,Day-02,0
M-565,Day-03,0
M-565,Day-04,0
M-565,Day-05,0
M-565,Day-06,0
M-565,Day-07,0
M-565,Day-08,0
M-565,Day-09,0
M-565,Day-10,0
M-565,Day-11,2
M-565,Day-12,12
M-565,Day-13,33
M-565,Day-14,35
M-565,Day-15,13
M-565,Day-16,2
M-565,Day-17,0
M-565,Day-18,0
M-565,Day-19,0
M-565,Day-20,0
M-566,Day-01,0
M-566,Day-02,0
M-566,Day-03,0
M-566,Day-04,0
M-566,Day-05,0
M-566,Day-06,0
M-566,Day-07,0
M-566,Day-08,0
M-566,Day-09,0
M-566,Day-10,0
M-566,Day-11,0
M-566,Day-12,0
M-566,Day-13,0
M-566,Day-14,0
M-566,Day-15,1
M-566,Day-16,13
M-566,Day-17,33
M-566,Day-18,34
M-566,Day-19,13
M-566,Day-20,2
M-567,Day-01,0
M-567,Day-02,0
M-567,Day-03,0
M-567,Day-04,0
M-567,Day-05,0
M-567,Day-06,0
M-567,Day-07,0
M-567,Day-08,0
M-567,Day-09,0
M-567,Day-10,0
M-567,Day-11,2
M-567,Day-12,14
M-567,Day-13,33
M-567,Day-14,33
M-567,Day-15,13
M-567,Day-16,1
M-567,Day-17,0
M-567,Day-18,0
M-567,Day-19,0
M-567,Day-20,0
M-568,Day-01,2
M-568,Day-02,6
M-568,Day-03,16
M-568,Day-04,20
M-568,Day-05,26
M-568,Day-06,19
M-568,Day-07,6
M-568,Day-08,1
M-568,Day-09,0
M-568,Day-10,0
M-568,Day-11,0
M-568,Day-12,0
M-568,Day-13,0
M-568,Day-14,0
M-568,Day-15,0
M-568,Day-16,0
M-568,Day-17,0
M-568,Day-18,0
M-568,Day-19,0
M-568,Day-20,0
M-569,Day-01,0
M-569,Day-02,0
M-569,Day-03,0
M-569,Day-04,0
M-569,Day-05,0
M-569,Day-06,0
M-569,Day-07,0
M-569,Day-08,2
M-569,Day-09,44
M-569,Day-10,50
M-569,Day-11,3
M-569,Day-12,0
M-569,Day-13,0
M-569,Day-14,0
M-569,Day-15,0
M-569,Day-16,0
M-569,Day-17,0
M-569,Day-18,0
M-569,Day-19,0
M-569,Day-20,0
M-570,Day-01,0
M-570,Day-02,2
M-570,Day-03,51
M-570,Day-04,44
M-570,Day-05,2
M-570,Day-06,0
M-570,Day-07,0
M-570,Day-08,0
M-570,Day-09,0
M-570,Day-10,0
M-570,Day-11,0
M-570,Day-12,0
M-570,Day-13,0
M-570,Day-14,0
M-570,Day-15,0
M-570,Day-16,0
M-570,Day-17,0
M-570,Day-18,0
M-570,Day-19,0
M-570,Day-20,0
M-571,Day-01,0
M-571,Day-02,0
M-571,Day-03,0
M-571,Day-04,0
M-571,Day-05,0
M-571,Day-06,7
M-571,Day-07,40
M-571,Day-08,42
M-571,Day-09,9
M-571,Day-10,0
M-571,Day-11,0
M-571,Day-12,0
M-571,Day-13,0
M-571,Day-14,0
M-571,Day-15,0
M-571,Day-16,0
M-571,Day-17,0
M-571,Day-18,0
M-571,Day-19,0
M-571,Day-20,0
M-572,Day-01,0
M-572,Day-02,2
M-572,Day-03,6
M-572,Day-04,14
M-572,Day-05,23
M-572,Day-06,26
M-572,Day-07,15
M-572,Day-08,7
M-572,Day-09,2
M-572,Day-10,0
M-572,Day-11,0
M-572,Day-12,0
M-572,Day-13,0
M-572,Day-14,0
M-572,Day-15,0
M-572,Day-16,0
M-572,Day-17,0
M-572,Day-18,0
M-572,Day-19,0
M-572,Day-20,0
M-573,Day-01,0
M-573,Day-02,0
M-573,Day-03,0
M-573,Day-04,0
M-573,Day-05,0
M-573,Day-06,3
M-573,Day-07,44
M-573,Day-08,50
M-573,Day-09,1
M-573,Day-10,0
M-573,Day-11,0
M-573,Day-12,0
M-573,Day-13,0
M-573,Day-14,0
M-573,Day-15,0
M-573,Day-16,0
M-573,Day-17,0
M-573,Day-18,0
M-573,Day-19,0
M-573,Day-20,0
M-574,Day-01,0
M-574,Day-02,0
M-574,Day-03,0
M-574,Day-04,0
M-574,Day-05,1
M-574,Day-06,5
M-574,Day-07,17
M-574,Day-08,22
M-574,Day-09,26
M-574,Day-10,15
M-574,Day-11,7
M-574,Day-12,1
M-574,Day-13,0
M-574,Day-14,0
M-574,Day-15,0
M-574,Day-16,0
M-574,Day-17,0
M-574,Day-18,0
M-574,Day-19,0
M-574,Day-20,0
M-575,Day-01,0
M-575,Day-02,7
M-575,Day-03,42
M-575,Day-04,41
M-575,Day-05,7
M-575,Day-06,0
M-575,Day-07,0
M-575,Day-08,0
M-575,Day-09,0
M-575,Day-10,0
M-575,Day-11,0
M-575,Day-12,0
M-575,Day-13,0
