id_of_Plant,id_of_Market,id_of_Month,id_of_Product,deliveryVar
Los Angeles,France,Jan-07,Bandit 1200S,99.0
Los Angeles,France,Jan-07,Bandit 900,0.0
Los Angeles,France,Jan-07,Boulevard,0.0
Los Angeles,France,Jan-07,CRS550,67.0
Los Angeles,France,Jan-07,CRX500,0.0
Los Angeles,France,Jan-07,CRX600,0.0
Los Angeles,France,Jan-07,CRX650,0.0
Los Angeles,France,Jan-07,Enduro 350,0.0
Los Angeles,France,Jan-07,Enduro 450,0.0
Los Angeles,France,Jan-07,Enduro 550,0.0
Los Angeles,France,Jan-07,KingTwin,0.0
Los Angeles,France,Jan-07,MegaTwin,0.0
Los Angeles,France,Jan-07,RoadLiner,0.0
Los Angeles,France,Jan-07,RoadStar,0.0
Los Angeles,France,Jan-07,ST1200,81.0
Los Angeles,France,Jan-07,ST1200R,0.0
Los Angeles,France,Jan-07,ST900,0.0
Los Angeles,France,Jan-07,Victory,0.0
Los Angeles,France,Mar-07,200S,0.0
Los Angeles,France,Mar-07,300S,105.0
Los Angeles,France,Mar-07,600S,0.0
Los Angeles,France,Mar-07,626S,0.0
Los Angeles,France,Mar-07,676RS,0.0
Los Angeles,France,Mar-07,676S,0.0
Los Angeles,France,Mar-07,900S,0.0
Los Angeles,France,Mar-07,929S,0.0
Los Angeles,France,Mar-07,996RS,0.0
Los Angeles,France,Mar-07,996S,0.0
Los Angeles,France,Mar-07,Bandit 1200,0.0
Los Angeles,France,Mar-07,Bandit 1200S,104.0
Los Angeles,France,Mar-07,Bandit 900,0.0
Los Angeles,France,Mar-07,Boulevard,0.0
Los Angeles,France,Mar-07,CRS550,0.0
Los Angeles,France,Mar-07,CRX500,0.0
Los Angeles,France,Mar-07,CRX600,0.0
Los Angeles,France,Mar-07,CRX650,0.0
Los Angeles,France,Mar-07,Enduro 350,0.0
Los Angeles,France,Mar-07,Enduro 450,0.0
Los Angeles,France,Mar-07,Enduro 550,0.0
Los Angeles,France,Mar-07,KingTwin,0.0
Los Angeles,France,Mar-07,MegaTwin,0.0
Los Angeles,France,Mar-07,RoadLiner,0.0
Los Angeles,France,Mar-07,RoadStar,0.0
Los Angeles,France,Mar-07,ST1200,0.0
Los Angeles,France,Mar-07,ST1200R,0.0
Los Angeles,France,Mar-07,ST900,0.0
Los Angeles,France,Mar-07,Victory,0.0
Los Angeles,Germany,Feb-07,200S,0.0
Los Angeles,Germany,Feb-07,300S,0.0
Los Angeles,Germany,Feb-07,600S,0.0
Los Angeles,Germany,Feb-07,626S,27.0
Los Angeles,Germany,Feb-07,676RS,0.0
Los Angeles,Germany,Feb-07,676S,0.0
Los Angeles,Germany,Feb-07,900S,0.0
Los Angeles,Germany,Feb-07,929S,0.0
Los Angeles,Germany,Feb-07,996RS,0.0
Los Angeles,Germany,Feb-07,996S,0.0
Los Angeles,Germany,Feb-07,Bandit 1200,0.0
Los Angeles,Germany,Feb-07,Bandit 1200S,0.0
Los Angeles,Germany,Feb-07,Bandit 900,0.0
Los Angeles,Germany,Feb-07,Boulevard,0.0
Los Angeles,Germany,Feb-07,CRS550,66.0
Los Angeles,Germany,Feb-07,CRX500,0.0
Los Angeles,Germany,Feb-07,CRX600,0.0
Los Angeles,Germany,Feb-07,CRX650,0.0
Los Angeles,Germany,Feb-07,Enduro 350,0.0
Los Angeles,Germany,Feb-07,Enduro 450,0.0
Los Angeles,Germany,Feb-07,Enduro 550,0.0
Los Angeles,Germany,Feb-07,KingTwin,0.0
Los Angeles,Germany,Feb-07,MegaTwin,0.0
Los Angeles,Germany,Feb-07,RoadLiner,0.0
Los Angeles,Germany,Feb-07,RoadStar,0.0
Los Angeles,Germany,Feb-07,ST1200,0.0
Los Angeles,Germany,Feb-07,ST1200R,0.0
Los Angeles,Germany,Feb-07,ST900,0.0
Los Angeles,Germany,Feb-07,Victory,0.0
Los Angeles,Germany,Jan-07,200S,74.0
Los Angeles,Germany,Jan-07,300S,125.0
Los Angeles,Germany,Jan-07,600S,0.0
Los Angeles,Germany,Jan-07,626S,22.0
Los Angeles,Germany,Jan-07,676RS,0.0
Los Angeles,Germany,Jan-07,676S,0.0
Los Angeles,Germany,Jan-07,900S,0.0
Los Angeles,Germany,Jan-07,929S,56.0
Los Angeles,Germany,Jan-07,996RS,0.0
Los Angeles,Germany,Jan-07,996S,0.0
Los Angeles,Germany,Jan-07,Bandit 1200,0.0
Los Angeles,Germany,Jan-07,Bandit 1200S,0.0
Los Angeles,Germany,Jan-07,Bandit 900,0.0
Los Angeles,Germany,Jan-07,Boulevard,0.0
Los Angeles,Germany,Jan-07,CRS550,61.0
Los Angeles,Germany,Jan-07,CRX500,0.0
Los Angeles,Germany,Jan-07,CRX600,0.0
Los Angeles,Germany,Jan-07,CRX650,0.0
Los Angeles,Germany,Jan-07,Enduro 350,0.0
Los Angeles,Germany,Jan-07,Enduro 450,0.0
Los Angeles,Germany,Jan-07,Enduro 550,0.0
Los Angeles,Germany,Jan-07,KingTwin,0.0
Los Angeles,Germany,Jan-07,MegaTwin,0.0
Los Angeles,Germany,Jan-07,RoadLiner,0.0
Los Angeles,Germany,Jan-07,RoadStar,0.0
Los Angeles,Germany,Jan-07,ST1200,50.0
Los Angeles,Germany,Jan-07,ST1200R,0.0
Los Angeles,Germany,Jan-07,ST900,0.0
Los Angeles,Germany,Jan-07,Victory,0.0
Los Angeles,Germany,Mar-07,200S,0.0
Los Angeles,Germany,Mar-07,300S,0.0
Los Angeles,Germany,Mar-07,600S,0.0
Los Angeles,Germany,Mar-07,626S,0.0
Los Angeles,Germany,Mar-07,676RS,0.0
Los Angeles,Germany,Mar-07,676S,0.0
Los Angeles,Germany,Mar-07,900S,0.0
Los Angeles,Germany,Mar-07,929S,0.0
Los Angeles,Germany,Mar-07,996RS,0.0
Los Angeles,Germany,Mar-07,996S,0.0
Los Angeles,Germany,Mar-07,Bandit 1200,0.0
Los Angeles,Germany,Mar-07,Bandit 1200S,0.0
Los Angeles,Germany,Mar-07,Bandit 900,0.0
Los Angeles,Germany,Mar-07,Boulevard,0.0
Los Angeles,Germany,Mar-07,CRS550,62.0
Los Angeles,Germany,Mar-07,CRX500,0.0
Los Angeles,Germany,Mar-07,CRX600,0.0
Los Angeles,Germany,Mar-07,CRX650,0.0
Los Angeles,Germany,Mar-07,Enduro 350,0.0
Los Angeles,Germany,Mar-07,Enduro 450,0.0
Los Angeles,Germany,Mar-07,Enduro 550,0.0
Los Angeles,Germany,Mar-07,KingTwin,0.0
Los Angeles,Germany,Mar-07,MegaTwin,0.0
Los Angeles,Germany,Mar-07,RoadLiner,0.0
Los Angeles,Germany,Mar-07,RoadStar,0.0
Los Angeles,Germany,Mar-07,ST1200,22.0
Los Angeles,Germany,Mar-07,ST1200R,0.0
Los Angeles,Germany,Mar-07,ST900,0.0
Los Angeles,Germany,Mar-07,Victory,0.0
Los Angeles,Italy,Feb-07,200S,34.0
Los Angeles,Italy,Feb-07,300S,0.0
Los Angeles,Italy,Feb-07,600S,0.0
Los Angeles,Italy,Feb-07,626S,0.0
Los Angeles,Italy,Feb-07,676RS,0.0
Los Angeles,Italy,Feb-07,676S,0.0
Los Angeles,Italy,Feb-07,900S,0.0
Los Angeles,Italy,Feb-07,929S,91.0
Los Angeles,Italy,Feb-07,996RS,0.0
Los Angeles,Italy,Feb-07,996S,0.0
Los Angeles,Italy,Feb-07,Bandit 1200,0.0
Los Angeles,Italy,Feb-07,Bandit 1200S,0.0
Los Angeles,Italy,Feb-07,Bandit 900,0.0
Los Angeles,Italy,Feb-07,Boulevard,0.0
Los Angeles,Italy,Feb-07,CRS550,128.0
Los Angeles,Italy,Feb-07,CRX500,0.0
Los Angeles,Italy,Feb-07,CRX600,0.0
Los Angeles,Italy,Feb-07,CRX650,0.0
Los Angeles,Italy,Feb-07,Enduro 350,0.0
Los Angeles,Italy,Feb-07,Enduro 450,0.0
Los Angeles,Italy,Feb-07,Enduro 550,0.0
Los Angeles,Italy,Feb-07,KingTwin,0.0
Los Angeles,Italy,Feb-07,MegaTwin,0.0
Los Angeles,Italy,Feb-07,RoadLiner,0.0
Los Angeles,Italy,Feb-07,RoadStar,0.0
Los Angeles,Italy,Feb-07,ST1200,0.0
Los Angeles,Italy,Feb-07,ST1200R,0.0
Los Angeles,Italy,Feb-07,ST900,0.0
Los Angeles,Italy,Feb-07,Victory,0.0
Los Angeles,Italy,Jan-07,200S,32.0
Los Angeles,Italy,Jan-07,300S,16.0
Los Angeles,Italy,Jan-07,600S,0.0
Los Angeles,Italy,Jan-07,626S,0.0
Los Angeles,Italy,Jan-07,676RS,0.0
Los Angeles,Italy,Jan-07,676S,0.0
Los Angeles,Italy,Jan-07,900S,0.0
Los Angeles,Italy,Jan-07,929S,39.0
Los Angeles,Italy,Jan-07,996RS,0.0
Los Angeles,Italy,Jan-07,996S,0.0
Los Angeles,Italy,Jan-07,Bandit 1200,0.0
Los Angeles,Italy,Jan-07,Bandit 1200S,0.0
Los Angeles,Italy,Jan-07,Bandit 900,0.0
Los Angeles,Italy,Jan-07,Boulevard,0.0
Los Angeles,Italy,Jan-07,CRS550,70.0
Los Angeles,Italy,Jan-07,CRX500,0.0
Los Angeles,Italy,Jan-07,CRX600,0.0
Los Angeles,Italy,Jan-07,CRX650,0.0
Los Angeles,Italy,Jan-07,Enduro 350,0.0
Los Angeles,Italy,Jan-07,Enduro 450,0.0
Los Angeles,Italy,Jan-07,Enduro 550,0.0
Los Angeles,Italy,Jan-07,KingTwin,0.0
Los Angeles,Italy,Jan-07,MegaTwin,0.0
Los Angeles,Italy,Jan-07,RoadLiner,0.0
Los Angeles,Italy,Jan-07,RoadStar,0.0
Los Angeles,Italy,Jan-07,ST1200,0.0
Los Angeles,Italy,Jan-07,ST1200R,0.0
Los Angeles,Italy,Jan-07,ST900,0.0
Los Angeles,Italy,Jan-07,Victory,0.0
Los Angeles,Italy,Mar-07,200S,36.0
Los Angeles,Italy,Mar-07,300S,6.0
Los Angeles,Italy,Mar-07,600S,0.0
Los Angeles,Italy,Mar-07,626S,0.0
Los Angeles,Italy,Mar-07,676RS,0.0
Los Angeles,Italy,Mar-07,676S,0.0
Los Angeles,Italy,Mar-07,900S,0.0
Los Angeles,Italy,Mar-07,929S,0.0
Los Angeles,Italy,Mar-07,996RS,0.0
Los Angeles,Italy,Mar-07,996S,0.0
Los Angeles,Italy,Mar-07,Bandit 1200,0.0
Los Angeles,Italy,Mar-07,Bandit 1200S,23.0
Los Angeles,Italy,Mar-07,Bandit 900,0.0
Los Angeles,Italy,Mar-07,Boulevard,0.0
Los Angeles,Italy,Mar-07,CRS550,0.0
Los Angeles,Italy,Mar-07,CRX500,0.0
Los Angeles,Italy,Mar-07,CRX600,0.0
Los Angeles,Italy,Mar-07,CRX650,0.0
Los Angeles,Italy,Mar-07,Enduro 350,0.0
Los Angeles,Italy,Mar-07,Enduro 450,0.0
Los Angeles,Italy,Mar-07,Enduro 550,0.0
Los Angeles,Italy,Mar-07,KingTwin,0.0
Los Angeles,Italy,Mar-07,MegaTwin,0.0
Los Angeles,Italy,Mar-07,RoadLiner,0.0
Los Angeles,Italy,Mar-07,RoadStar,0.0
Los Angeles,Italy,Mar-07,ST1200,0.0
Los Angeles,Italy,Mar-07,ST1200R,0.0
Los Angeles,Italy,Mar-07,ST900,0.0
Los Angeles,Italy,Mar-07,Victory,0.0
Los Angeles,Japan,Feb-07,200S,0.0
Los Angeles,Japan,Feb-07,300S,7.0
Los Angeles,Japan,Feb-07,600S,0.0
Los Angeles,Japan,Feb-07,626S,0.0
Los Angeles,Japan,Feb-07,676RS,0.0
Los Angeles,Japan,Feb-07,676S,0.0
Los Angeles,Japan,Feb-07,900S,0.0
Los Angeles,Japan,Feb-07,929S,0.0
Los Angeles,Japan,Feb-07,996RS,0.0
Los Angeles,Japan,Feb-07,996S,0.0
Los Angeles,Japan,Feb-07,Bandit 1200,0.0
Los Angeles,Japan,Feb-07,Bandit 1200S,0.0
Los Angeles,Japan,Feb-07,Bandit 900,0.0
Los Angeles,Japan,Feb-07,Boulevard,0.0
Los Angeles,Japan,Feb-07,CRS550,16.0
Los Angeles,Japan,Feb-07,CRX500,0.0
Los Angeles,Japan,Feb-07,CRX600,0.0
Los Angeles,Japan,Feb-07,CRX650,0.0
Los Angeles,Japan,Feb-07,Enduro 350,0.0
Los Angeles,Japan,Feb-07,Enduro 450,0.0
Los Angeles,Japan,Feb-07,Enduro 550,0.0
Los Angeles,Japan,Feb-07,KingTwin,0.0
Los Angeles,Japan,Feb-07,MegaTwin,0.0
Los Angeles,Japan,Feb-07,RoadLiner,0.0
Los Angeles,Japan,Feb-07,RoadStar,0.0
Los Angeles,Japan,Feb-07,ST1200,99.0
Los Angeles,Japan,Feb-07,ST1200R,0.0
Los Angeles,Japan,Feb-07,ST900,0.0
Los Angeles,Japan,Feb-07,Victory,0.0
Los Angeles,Japan,Jan-07,200S,64.0
Los Angeles,Japan,Jan-07,300S,11.0
Los Angeles,Japan,Jan-07,600S,0.0
Los Angeles,Japan,Jan-07,626S,0.0
Los Angeles,Japan,Jan-07,676RS,0.0
Los Angeles,Japan,Jan-07,676S,0.0
Los Angeles,Japan,Jan-07,900S,0.0
Los Angeles,Japan,Jan-07,929S,45.0
Los Angeles,Japan,Jan-07,996RS,0.0
Los Angeles,Japan,Jan-07,996S,0.0
Los Angeles,Japan,Jan-07,Bandit 1200,0.0
Los Angeles,Japan,Jan-07,Bandit 1200S,273.0
Los Angeles,Japan,Jan-07,Bandit 900,0.0
Los Angeles,Japan,Jan-07,Boulevard,0.0
Los Angeles,Japan,Jan-07,CRS550,22.0
Los Angeles,Japan,Jan-07,CRX500,0.0
Los Angeles,Japan,Jan-07,CRX600,0.0
Los Angeles,Japan,Jan-07,CRX650,0.0
Los Angeles,Japan,Jan-07,Enduro 350,0.0
Los Angeles,Japan,Jan-07,Enduro 450,0.0
Los Angeles,Japan,Jan-07,Enduro 550,0.0
Los Angeles,Japan,Jan-07,KingTwin,0.0
Los Angeles,Japan,Jan-07,MegaTwin,0.0
Los Angeles,Japan,Jan-07,RoadLiner,0.0
Los Angeles,Japan,Jan-07,RoadStar,0.0
Los Angeles,Japan,Jan-07,ST1200,98.0
Los Angeles,Japan,Jan-07,ST1200R,0.0
Los Angeles,Japan,Jan-07,ST900,0.0
Los Angeles,Japan,Jan-07,Victory,0.0
Los Angeles,Japan,Mar-07,200S,0.0
Los Angeles,Japan,Mar-07,300S,12.0
Los Angeles,Japan,Mar-07,600S,0.0
Los Angeles,Japan,Mar-07,626S,0.0
Los Angeles,Japan,Mar-07,676RS,0.0
Los Angeles,Japan,Mar-07,676S,0.0
Los Angeles,Japan,Mar-07,900S,0.0
Los Angeles,Japan,Mar-07,929S,0.0
Los Angeles,Japan,Mar-07,996RS,0.0
Los Angeles,Japan,Mar-07,996S,0.0
Los Angeles,Japan,Mar-07,Bandit 1200,0.0
Los Angeles,Japan,Mar-07,Bandit 1200S,0.0
Los Angeles,Japan,Mar-07,Bandit 900,0.0
Los Angeles,Japan,Mar-07,Boulevard,0.0
Los Angeles,Japan,Mar-07,CRS550,15.0
Los Angeles,Japan,Mar-07,CRX500,0.0
Los Angeles,Japan,Mar-07,CRX600,0.0
Los Angeles,Japan,Mar-07,CRX650,0.0
Los Angeles,Japan,Mar-07,Enduro 350,0.0
Los Angeles,Japan,Mar-07,Enduro 450,0.0
Los Angeles,Japan,Mar-07,Enduro 550,0.0
Los Angeles,Japan,Mar-07,KingTwin,0.0
Los Angeles,Japan,Mar-07,MegaTwin,0.0
Los Angeles,Japan,Mar-07,RoadLiner,0.0
Los Angeles,Japan,Mar-07,RoadStar,0.0
Los Angeles,Japan,Mar-07,ST1200,0.0
Los Angeles,Japan,Mar-07,ST1200R,0.0
Los Angeles,Japan,Mar-07,ST900,0.0
Los Angeles,Japan,Mar-07,Victory,0.0
Los Angeles,Spain,Feb-07,200S,0.0
Los Angeles,Spain,Feb-07,300S,0.0
Los Angeles,Spain,Feb-07,600S,0.0
Los Angeles,Spain,Feb-07,626S,0.0
Los Angeles,Spain,Feb-07,676RS,0.0
Los Angeles,Spain,Feb-07,676S,0.0
Los Angeles,Spain,Feb-07,900S,0.0
Los Angeles,Spain,Feb-07,929S,0.0
Los Angeles,Spain,Feb-07,996RS,0.0
Los Angeles,Spain,Feb-07,996S,0.0
Los Angeles,Spain,Feb-07,Bandit 1200,0.0
Los Angeles,Spain,Feb-07,Bandit 1200S,0.0
Los Angeles,Spain,Feb-07,Bandit 900,0.0
Los Angeles,Spain,Feb-07,Boulevard,0.0
Los Angeles,Spain,Feb-07,CRS550,130.0
Los Angeles,Spain,Feb-07,CRX500,0.0
Los Angeles,Spain,Feb-07,CRX600,0.0
Los Angeles,Spain,Feb-07,CRX650,0.0
Los Angeles,Spain,Feb-07,Enduro 350,0.0
Los Angeles,Spain,Feb-07,Enduro 450,0.0
Los Angeles,Spain,Feb-07,Enduro 550,0.0
Los Angeles,Spain,Feb-07,KingTwin,0.0
Los Angeles,Spain,Feb-07,MegaTwin,0.0
Los Angeles,Spain,Feb-07,RoadLiner,0.0
Los Angeles,Spain,Feb-07,RoadStar,0.0
Los Angeles,Spain,Feb-07,ST1200,0.0
Los Angeles,Spain,Feb-07,ST1200R,0.0
Los Angeles,Spain,Feb-07,ST900,0.0
Los Angeles,Spain,Feb-07,Victory,0.0
Los Angeles,Spain,Jan-07,200S,0.0
Los Angeles,Spain,Jan-07,300S,38.0
Los Angeles,Spain,Jan-07,600S,0.0
Los Angeles,Spain,Jan-07,626S,0.0
Los Angeles,Spain,Jan-07,676RS,0.0
Los Angeles,Spain,Jan-07,676S,0.0
Los Angeles,Spain,Jan-07,900S,0.0
Los Angeles,Spain,Jan-07,929S,193.0
Los Angeles,Spain,Jan-07,996RS,0.0
Los Angeles,Spain,Jan-07,996S,0.0
Los Angeles,Spain,Jan-07,Bandit 1200,0.0
Los Angeles,Spain,Jan-07,Bandit 1200S,0.0
Los Angeles,Spain,Jan-07,Bandit 900,0.0
Los Angeles,Spain,Jan-07,Boulevard,0.0
Los Angeles,Spain,Jan-07,CRS550,64.0
Los Angeles,Spain,Jan-07,CRX500,0.0
Los Angeles,Spain,Jan-07,CRX600,0.0
Los Angeles,Spain,Jan-07,CRX650,0.0
Los Angeles,Spain,Jan-07,Enduro 350,0.0
Los Angeles,Spain,Jan-07,Enduro 450,0.0
Los Angeles,Spain,Jan-07,Enduro 550,0.0
Los Angeles,Spain,Jan-07,KingTwin,0.0
Los Angeles,Spain,Jan-07,MegaTwin,0.0
Los Angeles,Spain,Jan-07,RoadLiner,0.0
Los Angeles,Spain,Jan-07,RoadStar,0.0
Los Angeles,Spain,Jan-07,ST1200,0.0
Los Angeles,Spain,Jan-07,ST1200R,0.0
Los Angeles,Spain,Jan-07,ST900,0.0
Los Angeles,Spain,Jan-07,Victory,0.0
Los Angeles,Spain,Mar-07,200S,0.0
Los Angeles,Spain,Mar-07,300S,23.0
Los Angeles,Spain,Mar-07,600S,0.0
Los Angeles,Spain,Mar-07,626S,0.0
Los Angeles,Spain,Mar-07,676RS,0.0
Los Angeles,Spain,Mar-07,676S,0.0
Los Angeles,Spain,Mar-07,900S,0.0
Los Angeles,Spain,Mar-07,929S,0.0
Los Angeles,Spain,Mar-07,996RS,0.0
Los Angeles,Spain,Mar-07,996S,0.0
Los Angeles,Spain,Mar-07,Bandit 1200,0.0
Los Angeles,Spain,Mar-07,Bandit 1200S,0.0
Los Angeles,Spain,Mar-07,Bandit 900,0.0
Los Angeles,Spain,Mar-07,Boulevard,0.0
Los Angeles,Spain,Mar-07,CRS550,0.0
Los Angeles,Spain,Mar-07,CRX500,0.0
Los Angeles,Spain,Mar-07,CRX600,0.0
Los Angeles,Spain,Mar-07,CRX650,0.0
Los Angeles,Spain,Mar-07,Enduro 350,0.0
Los Angeles,Spain,Mar-07,Enduro 450,0.0
Los Angeles,Spain,Mar-07,Enduro 550,0.0
Los Angeles,Spain,Mar-07,KingTwin,0.0
Los Angeles,Spain,Mar-07,MegaTwin,0.0
Los Angeles,Spain,Mar-07,RoadLiner,0.0
Los Angeles,Spain,Mar-07,RoadStar,0.0
Los Angeles,Spain,Mar-07,ST1200,0.0
Los Angeles,Spain,Mar-07,ST1200R,0.0
Los Angeles,Spain,Mar-07,ST900,0.0
Los Angeles,Spain,Mar-07,Victory,0.0
Los Angeles,UK,Feb-07,200S,0.0
Los Angeles,UK,Feb-07,300S,60.0
Los Angeles,UK,Feb-07,600S,0.0
Los Angeles,UK,Feb-07,626S,29.0
Los Angeles,UK,Feb-07,676RS,0.0
Los Angeles,UK,Feb-07,676S,0.0
Los Angeles,UK,Feb-07,900S,0.0
Los Angeles,UK,Feb-07,929S,0.0
Los Angeles,UK,Feb-07,996RS,0.0
Los Angeles,UK,Feb-07,996S,0.0
Los Angeles,UK,Feb-07,Bandit 1200,0.0
Los Angeles,UK,Feb-07,Bandit 1200S,131.0
Los Angeles,UK,Feb-07,Bandit 900,0.0
Los Angeles,UK,Feb-07,Boulevard,0.0
Los Angeles,UK,Feb-07,CRS550,106.0
Los Angeles,UK,Feb-07,CRX500,0.0
Los Angeles,UK,Feb-07,CRX600,0.0
Los Angeles,UK,Feb-07,CRX650,0.0
Los Angeles,UK,Feb-07,Enduro 350,0.0
Los Angeles,UK,Feb-07,Enduro 450,0.0
Los Angeles,UK,Feb-07,Enduro 550,0.0
Los Angeles,UK,Feb-07,KingTwin,0.0
Los Angeles,UK,Feb-07,MegaTwin,0.0
Los Angeles,UK,Feb-07,RoadLiner,0.0
Los Angeles,UK,Feb-07,RoadStar,0.0
Los Angeles,UK,Feb-07,ST1200,196.0
Los Angeles,UK,Feb-07,ST1200R,0.0
Los Angeles,UK,Feb-07,ST900,0.0
Los Angeles,UK,Feb-07,Victory,0.0
Los Angeles,UK,Jan-07,200S,0.0
Los Angeles,UK,Jan-07,300S,27.0
Los Angeles,UK,Jan-07,600S,0.0
Los Angeles,UK,Jan-07,626S,31.0
Los Angeles,UK,Jan-07,676RS,0.0
Los Angeles,UK,Jan-07,676S,0.0
Los Angeles,UK,Jan-07,900S,0.0
Los Angeles,UK,Jan-07,929S,0.0
Los Angeles,UK,Jan-07,996RS,0.0
Los Angeles,UK,Jan-07,996S,0.0
Los Angeles,UK,Jan-07,Bandit 1200,0.0
Los Angeles,UK,Jan-07,Bandit 1200S,69.0
Los Angeles,UK,Jan-07,Bandit 900,0.0
Los Angeles,UK,Jan-07,Boulevard,0.0
Los Angeles,UK,Jan-07,CRS550,110.0
Los Angeles,UK,Jan-07,CRX500,0.0
Los Angeles,UK,Jan-07,CRX600,0.0
Los Angeles,UK,Jan-07,CRX650,0.0
Los Angeles,UK,Jan-07,Enduro 350,0.0
Los Angeles,UK,Jan-07,Enduro 450,0.0
Los Angeles,UK,Jan-07,Enduro 550,0.0
Los Angeles,UK,Jan-07,KingTwin,0.0
Los Angeles,UK,Jan-07,MegaTwin,0.0
Los Angeles,UK,Jan-07,RoadLiner,0.0
Los Angeles,UK,Jan-07,RoadStar,0.0
Los Angeles,UK,Jan-07,ST1200,0.0
Los Angeles,UK,Jan-07,ST1200R,0.0
Los Angeles,UK,Jan-07,ST900,0.0
Los Angeles,UK,Jan-07,Victory,0.0
Los Angeles,UK,Mar-07,200S,0.0
Los Angeles,UK,Mar-07,300S,0.0
Los Angeles,UK,Mar-07,600S,0.0
Los Angeles,UK,Mar-07,626S,0.0
Los Angeles,UK,Mar-07,676RS,0.0
Los Angeles,UK,Mar-07,676S,0.0
Los Angeles,UK,Mar-07,900S,0.0
Los Angeles,UK,Mar-07,929S,0.0
Los Angeles,UK,Mar-07,996RS,0.0
Los Angeles,UK,Mar-07,996S,0.0
Los Angeles,UK,Mar-07,Bandit 1200,0.0
Los Angeles,UK,Mar-07,Bandit 1200S,0.0
Los Angeles,UK,Mar-07,Bandit 900,0.0
Los Angeles,UK,Mar-07,Boulevard,0.0
Los Angeles,UK,Mar-07,CRS550,112.0
Los Angeles,UK,Mar-07,CRX500,0.0
Los Angeles,UK,Mar-07,CRX600,0.0
Los Angeles,UK,Mar-07,CRX650,0.0
Los Angeles,UK,Mar-07,Enduro 350,0.0
Los Angeles,UK,Mar-07,Enduro 450,0.0
Los Angeles,UK,Mar-07,Enduro 550,0.0
Los Angeles,UK,Mar-07,KingTwin,0.0
Los Angeles,UK,Mar-07,MegaTwin,0.0
Los Angeles,UK,Mar-07,RoadLiner,0.0
Los Angeles,UK,Mar-07,RoadStar,0.0
Los Angeles,UK,Mar-07,ST1200,0.0
Los Angeles,UK,Mar-07,ST1200R,0.0
Los Angeles,UK,Mar-07,ST900,0.0
Los Angeles,UK,Mar-07,Victory,0.0
Los Angeles,US,Feb-07,200S,0.0
Los Angeles,US,Feb-07,300S,50.0
Los Angeles,US,Feb-07,600S,0.0
Los Angeles,US,Feb-07,626S,0.0
Los Angeles,US,Feb-07,676RS,0.0
Los Angeles,US,Feb-07,676S,0.0
Los Angeles,US,Feb-07,900S,0.0
Los Angeles,US,Feb-07,929S,0.0
Los Angeles,US,Feb-07,996RS,0.0
Los Angeles,US,Feb-07,996S,0.0
Los Angeles,US,Feb-07,Bandit 1200,0.0
Los Angeles,US,Feb-07,Bandit 1200S,0.0
Los Angeles,US,Feb-07,Bandit 900,0.0
Los Angeles,US,Feb-07,Boulevard,0.0
Los Angeles,US,Feb-07,CRS550,0.0
Los Angeles,US,Feb-07,CRX500,0.0
Los Angeles,US,Feb-07,CRX600,0.0
Los Angeles,US,Feb-07,CRX650,0.0
Los Angeles,US,Feb-07,Enduro 350,0.0
Los Angeles,US,Feb-07,Enduro 450,0.0
Los Angeles,US,Feb-07,Enduro 550,0.0
Los Angeles,US,Feb-07,KingTwin,0.0
Los Angeles,US,Feb-07,MegaTwin,0.0
Los Angeles,US,Feb-07,RoadLiner,0.0
Los Angeles,US,Feb-07,RoadStar,0.0
Los Angeles,US,Feb-07,ST1200,0.0
Los Angeles,US,Feb-07,ST1200R,0.0
Los Angeles,US,Feb-07,ST900,0.0
Los Angeles,US,Feb-07,Victory,0.0
Los Angeles,US,Jan-07,200S,6666.0
Los Angeles,US,Jan-07,300S,28.0
Los Angeles,US,Jan-07,600S,0.0
Los Angeles,US,Jan-07,626S,0.0
Los Angeles,US,Jan-07,676RS,0.0
Los Angeles,US,Jan-07,676S,0.0
Los Angeles,US,Jan-07,900S,0.0
Los Angeles,US,Jan-07,929S,0.0
Los Angeles,US,Jan-07,996RS,0.0
Los Angeles,US,Jan-07,996S,0.0
Los Angeles,US,Jan-07,Bandit 1200,0.0
Los Angeles,US,Jan-07,Bandit 1200S,174.0
Los Angeles,US,Jan-07,Bandit 900,0.0
Los Angeles,US,Jan-07,Boulevard,0.0
Los Angeles,US,Jan-07,CRS550,286.0
Los Angeles,US,Jan-07,CRX500,0.0
Los Angeles,US,Jan-07,CRX600,0.0
Los Angeles,US,Jan-07,CRX650,0.0
Los Angeles,US,Jan-07,Enduro 350,0.0
Los Angeles,US,Jan-07,Enduro 450,0.0
Los Angeles,US,Jan-07,Enduro 550,0.0
Los Angeles,US,Jan-07,KingTwin,0.0
Los Angeles,US,Jan-07,MegaTwin,0.0
Los Angeles,US,Jan-07,RoadLiner,0.0
Los Angeles,US,Jan-07,RoadStar,0.0
Los Angeles,US,Jan-07,ST1200,0.0
Los Angeles,US,Jan-07,ST1200R,0.0
Los Angeles,US,Jan-07,ST900,0.0
Los Angeles,US,Jan-07,Victory,0.0
Los Angeles,US,Mar-07,200S,0.0
Los Angeles,US,Mar-07,300S,0.0
Los Angeles,US,Mar-07,600S,0.0
Los Angeles,US,Mar-07,626S,82.0
Los Angeles,US,Mar-07,676RS,0.0
Los Angeles,US,Mar-07,676S,0.0
