machine,day,production
M-484,Day-03,57
M-484,Day-04,59
M-484,Day-05,78
M-484,Day-06,78
M-484,Day-07,67
M-484,Day-08,57
M-484,Day-09,67
M-484,Day-10,63
M-484,Day-11,67
M-484,Day-12,78
M-484,Day-13,60
M-484,Day-14,61
M-484,Day-15,78
M-484,Day-16,71
M-484,Day-17,71
M-484,Day-18,66
M-484,Day-19,70
M-484,Day-20,60
M-485,Day-01,76
M-485,Day-02,81
M-485,Day-03,84
M-485,Day-04,86
M-485,Day-05,88
M-485,Day-06,85
M-485,Day-07,77
M-485,Day-08,90
M-485,Day-09,78
M-485,Day-10,70
M-485,Day-11,79
M-485,Day-12,90
M-485,Day-13,84
M-485,Day-14,83
M-485,Day-15,86
M-485,Day-16,75
M-485,Day-17,81
M-485,Day-18,69
M-485,Day-19,90
M-485,Day-20,90
M-486,Day-01,91
M-486,Day-02,80
M-486,Day-03,84
M-486,Day-04,70
M-486,Day-05,64
M-486,Day-06,89
M-486,Day-07,92
M-486,Day-08,94
M-486,Day-09,67
M-486,Day-10,82
M-486,Day-11,96
M-486,Day-12,96
M-486,Day-13,68
M-486,Day-14,92
M-486,Day-15,86
M-486,Day-16,80
M-486,Day-17,88
M-486,Day-18,96
M-486,Day-19,76
M-486,Day-20,74
M-487,Day-01,89
M-487,Day-02,119
M-487,Day-03,103
M-487,Day-04,87
M-487,Day-05,115
M-487,Day-06,92
M-487,Day-07,80
M-487,Day-08,89
M-487,Day-09,95
M-487,Day-10,109
M-487,Day-11,86
M-487,Day-12,80
M-487,Day-13,109
M-487,Day-14,103
M-487,Day-15,116
M-487,Day-16,112
M-487,Day-17,88
M-487,Day-18,95
M-487,Day-19,95
M-487,Day-20,106
M-488,Day-01,126
M-488,Day-02,137
M-488,Day-03,123
M-488,Day-04,150
M-488,Day-05,132
M-488,Day-06,148
M-488,Day-07,123
M-488,Day-08,142
M-488,Day-09,150
M-488,Day-10,121
M-488,Day-11,137
M-488,Day-12,111
M-488,Day-13,139
M-488,Day-14,131
M-488,Day-15,125
M-488,Day-16,133
M-488,Day-17,147
M-488,Day-18,125
M-488,Day-19,131
M-488,Day-20,140
M-489,Day-01,78
M-489,Day-02,85
M-489,Day-03,99
M-489,Day-04,100
M-489,Day-05,100
M-489,Day-06,98
M-489,Day-07,100
M-489,Day-08,100
M-489,Day-09,100
M-489,Day-10,77
M-489,Day-11,91
M-489,Day-12,100
M-489,Day-13,100
M-489,Day-14,100
M-489,Day-15,100
M-489,Day-16,77
M-489,Day-17,96
M-489,Day-18,78
M-489,Day-19,99
M-489,Day-20,80
M-490,Day-01,91
M-490,Day-02,91
M-490,Day-03,84
M-490,Day-04,95
M-490,Day-05,93
M-490,Day-06,97
M-490,Day-07,78
M-490,Day-08,65
M-490,Day-09,92
M-490,Day-10,86
M-490,Day-11,76
M-490,Day-12,75
M-490,Day-13,94
M-490,Day-14,69
M-490,Day-15,79
M-490,Day-16,84
M-490,Day-17,89
M-490,Day-18,87
M-490,Day-19,91
M-490,Day-20,80
M-491,Day-01,120
M-491,Day-02,117
M-491,Day-03,120
M-491,Day-04,120
M-491,Day-05,120
M-491,Day-06,112
M-491,Day-07,120
M-491,Day-08,120
M-491,Day-09,120
M-491,Day-10,117
M-491,Day-11,120
M-491,Day-12,111
M-491,Day-13,120
M-491,Day-14,110
M-491,Day-15,111
M-491,Day-16,98
M-491,Day-17,120
M-491,Day-18,120
M-491,Day-19,120
M-491,Day-20,120
M-492,Day-01,91
M-492,Day-02,110
M-492,Day-03,97
M-492,Day-04,110
M-492,Day-05,89
M-492,Day-06,102
M-492,Day-07,95
M-492,Day-08,90
M-492,Day-09,108
M-492,Day-10,115
M-492,Day-11,117
M-492,Day-12,79
M-492,Day-13,117
M-492,Day-14,93
M-492,Day-15,90
M-492,Day-16,104
M-492,Day-17,88
M-492,Day-18,115
M-492,Day-19,93
M-492,Day-20,113
M-493,Day-01,64
M-493,Day-02,81
M-493,Day-03,77
M-493,Day-04,75
M-493,Day-05,80
M-493,Day-06,78
M-493,Day-07,64
M-493,Day-08,76
M-493,Day-09,90
M-493,Day-10,75
M-493,Day-11,75
M-493,Day-12,77
M-493,Day-13,90
M-493,Day-14,65
M-493,Day-15,77
M-493,Day-16,90
M-493,Day-17,64
M-493,Day-18,90
M-493,Day-19,84
M-493,Day-20,69
M-494,Day-01,115
M-494,Day-02,114
M-494,Day-03,140
M-494,Day-04,140
M-494,Day-05,140
M-494,Day-06,140
M-494,Day-07,140
M-494,Day-08,109
M-494,Day-09,137
M-494,Day-10,106
M-494,Day-11,116
M-494,Day-12,139
M-494,Day-13,140
M-494,Day-14,140
M-494,Day-15,122
M-494,Day-16,140
M-494,Day-17,140
M-494,Day-18,118
M-494,Day-19,120
M-494,Day-20,137
M-495,Day-01,84
M-495,Day-02,102
M-495,Day-03,83
M-495,Day-04,88
M-495,Day-05,101
M-495,Day-06,94
M-495,Day-07,86
M-495,Day-08,85
M-495,Day-09,108
M-495,Day-10,100
M-495,Day-11,104
M-495,Day-12,91
M-495,Day-13,104
M-495,Day-14,81
M-495,Day-15,104
M-495,Day-16,75
M-495,Day-17,99
M-495,Day-18,93
M-495,Day-19,107
M-495,Day-20,86
M-496,Day-01,110
M-496,Day-02,97
M-496,Day-03,110
M-496,Day-04,105
M-496,Day-05,108
M-496,Day-06,89
M-496,Day-07,110
M-496,Day-08,90
M-496,Day-09,110
M-496,Day-10,97
M-496,Day-11,99
M-496,Day-12,110
M-496,Day-13,110
M-496,Day-14,86
M-496,Day-15,110
M-496,Day-16,91
M-496,Day-17,84
M-496,Day-18,85
M-496,Day-19,110
M-496,Day-20,110
M-497,Day-01,107
M-497,Day-02,104
M-497,Day-03,87
M-497,Day-04,75
M-497,Day-05,85
M-497,Day-06,80
M-497,Day-07,104
M-497,Day-08,103
M-497,Day-09,101
M-497,Day-10,96
M-497,Day-11,82
M-497,Day-12,90
M-497,Day-13,104
M-497,Day-14,88
M-497,Day-15,76
M-497,Day-16,99
M-497,Day-17,112
M-497,Day-18,107
M-497,Day-19,112
M-497,Day-20,86
M-498,Day-01,53
M-498,Day-02,56
M-498,Day-03,77
M-498,Day-04,58
M-498,Day-05,76
M-498,Day-06,71
M-498,Day-07,57
M-498,Day-08,62
M-498,Day-09,72
M-498,Day-10,76
M-498,Day-11,58
M-498,Day-12,54
M-498,Day-13,75
M-498,Day-14,56
M-498,Day-15,63
M-498,Day-16,74
M-498,Day-17,77
M-498,Day-18,75
M-498,Day-19,53
M-498,Day-20,69
M-499,Day-01,96
M-499,Day-02,98
M-499,Day-03,128
M-499,Day-04,124
M-499,Day-05,105
M-499,Day-06,88
M-499,Day-07,127
M-499,Day-08,100
M-499,Day-09,122
M-499,Day-10,130
M-499,Day-11,98
M-499,Day-12,105
M-499,Day-13,123
M-499,Day-14,95
M-499,Day-15,89
M-499,Day-16,102
M-499,Day-17,128
M-499,Day-18,130
M-499,Day-19,107
M-499,Day-20,118
M-500,Day-01,82
M-500,Day-02,68
M-500,Day-03,85
M-500,Day-04,76
M-500,Day-05,69
M-500,Day-06,73
M-500,Day-07,68
M-500,Day-08,86
M-500,Day-09,68
M-500,Day-10,90
M-500,Day-11,66
M-500,Day-12,86
M-500,Day-13,69
M-500,Day-14,89
M-500,Day-15,87
M-500,Day-16,66
M-500,Day-17,74
M-500,Day-18,90
M-500,Day-19,71
M-500,Day-20,74
M-501,Day-01,76
M-501,Day-02,69
M-501,Day-03,86
M-501,Day-04,90
M-501,Day-05,72
M-501,Day-06,68
M-501,Day-07,73
M-501,Day-08,78
M-501,Day-09,90
M-501,Day-10,88
M-501,Day-11,90
M-501,Day-12,64
M-501,Day-13,83
M-501,Day-14,76
M-501,Day-15,70
M-501,Day-16,90
M-501,Day-17,68
M-501,Day-18,88
M-501,Day-19,80
M-501,Day-20,90
M-502,Day-01,71
M-502,Day-02,72
M-502,Day-03,74
M-502,Day-04,92
M-502,Day-05,79
M-502,Day-06,95
M-502,Day-07,83
M-502,Day-08,73
M-502,Day-09,74
M-502,Day-10,80
M-502,Day-11,72
M-502,Day-12,64
M-502,Day-13,90
M-502,Day-14,80
M-502,Day-15,69
M-502,Day-16,65
M-502,Day-17,91
M-502,Day-18,82
M-502,Day-19,85
M-502,Day-20,73
M-503,Day-01,101
M-503,Day-02,102
M-503,Day-03,84
M-503,Day-04,95
M-503,Day-05,83
M-503,Day-06,69
M-503,Day-07,91
M-503,Day-08,69
M-503,Day-09,88
M-503,Day-10,71
M-503,Day-11,69
M-503,Day-12,86
M-503,Day-13,88
M-503,Day-14,71
M-503,Day-15,80
M-503,Day-16,103
M-503,Day-17,81
M-503,Day-18,87
M-503,Day-19,79
M-503,Day-20,99
M-504,Day-01,89
M-504,Day-02,83
M-504,Day-03,66
M-504,Day-04,66
M-504,Day-05,84
M-504,Day-06,71
M-504,Day-07,68
M-504,Day-08,64
M-504,Day-09,79
M-504,Day-10,81
M-504,Day-11,67
M-504,Day-12,66
M-504,Day-13,78
M-504,Day-14,90
M-504,Day-15,65
M-504,Day-16,81
M-504,Day-17,86
M-504,Day-18,84
M-504,Day-19,74
M-504,Day-20,72
M-505,Day-01,73
M-505,Day-02,66
M-505,Day-03,79
M-505,Day-04,82
M-505,Day-05,61
M-505,Day-06,91
M-505,Day-07,87
M-505,Day-08,88
M-505,Day-09,86
M-505,Day-10,76
M-505,Day-11,90
M-505,Day-12,85
M-505,Day-13,63
M-505,Day-14,85
M-505,Day-15,70
M-505,Day-16,78
M-505,Day-17,72
M-505,Day-18,73
M-505,Day-19,72
M-505,Day-20,60
M-506,Day-01,120
M-506,Day-02,120
M-506,Day-03,116
M-506,Day-04,98
M-506,Day-05,99
M-506,Day-06,118
M-506,Day-07,103
M-506,Day-08,118
M-506,Day-09,88
M-506,Day-10,98
M-506,Day-11,85
M-506,Day-12,101
M-506,Day-13,117
M-506,Day-14,111
M-506,Day-15,101
M-506,Day-16,86
M-506,Day-17,118
M-506,Day-18,98
M-506,Day-19,118
M-506,Day-20,120
M-507,Day-01,71
M-507,Day-02,60
M-507,Day-03,55
M-507,Day-04,68
M-507,Day-05,63
M-507,Day-06,73
M-507,Day-07,74
M-507,Day-08,73
M-507,Day-09,51
M-507,Day-10,53
M-507,Day-11,65
M-507,Day-12,63
M-507,Day-13,55
M-507,Day-14,50
M-507,Day-15,51
M-507,Day-16,58
M-507,Day-17,65
M-507,Day-18,73
M-507,Day-19,74
M-507,Day-20,49
M-508,Day-01,62
M-508,Day-02,58
M-508,Day-03,64
M-508,Day-04,61
M-508,Day-05,62
M-508,Day-06,73
M-508,Day-07,68
M-508,Day-08,64
M-508,Day-09,76
M-508,Day-10,71
M-508,Day-11,63
M-508,Day-12,66
M-508,Day-13,51
M-508,Day-14,75
M-508,Day-15,58
M-508,Day-16,59
M-508,Day-17,69
M-508,Day-18,72
M-508,Day-19,56
M-508,Day-20,61
M-509,Day-01,57
M-509,Day-02,71
M-509,Day-03,61
M-509,Day-04,71
M-509,Day-05,62
M-509,Day-06,58
M-509,Day-07,59
M-509,Day-08,70
M-509,Day-09,59
M-509,Day-10,70
M-509,Day-11,56
M-509,Day-12,73
M-509,Day-13,68
M-509,Day-14,57
M-509,Day-15,53
M-509,Day-16,56
M-509,Day-17,57
M-509,Day-18,75
M-509,Day-19,64
M-509,Day-20,56
M-510,Day-01,108
M-510,Day-02,112
M-510,Day-03,105
M-510,Day-04,115
M-510,Day-05,103
M-510,Day-06,116
M-510,Day-07,119
M-510,Day-08,120
M-510,Day-09,83
M-510,Day-10,91
M-510,Day-11,119
M-510,Day-12,105
M-510,Day-13,99
M-510,Day-14,115
M-510,Day-15,103
M-510,Day-16,110
M-510,Day-17,96
M-510,Day-18,106
M-510,Day-19,83
M-510,Day-20,117
M-511,Day-01,89
M-511,Day-02,100
M-511,Day-03,100
M-511,Day-04,100
M-511,Day-05,100
M-511,Day-06,100
M-511,Day-07,89
M-511,Day-08,84
M-511,Day-09,100
M-511,Day-10,100
M-511,Day-11,100
M-511,Day-12,100
M-511,Day-13,100
M-511,Day-14,90
M-511,Day-15,100
M-511,Day-16,100
M-511,Day-17,82
M-511,Day-18,100
M-511,Day-19,92
M-511,Day-20,100
M-512,Day-01,109
M-512,Day-02,140
M-512,Day-03,140
M-512,Day-04,123
M-512,Day-05,124
M-512,Day-06,140
M-512,Day-07,140
M-512,Day-08,140
M-512,Day-09,121
M-512,Day-10,140
M-512,Day-11,135
M-512,Day-12,119
M-512,Day-13,132
M-512,Day-14,131
M-512,Day-15,108
M-512,Day-16,140
M-512,Day-17,134
M-512,Day-18,126
M-512,Day-19,114
M-512,Day-20,116
M-513,Day-01,69
M-513,Day-02,84
M-513,Day-03,95
M-513,Day-04,71
M-513,Day-05,66
M-513,Day-06,86
M-513,Day-07,96
M-513,Day-08,85
M-513,Day-09,68
M-513,Day-10,85
M-513,Day-11,67
M-513,Day-12,92
M-513,Day-13,73
M-513,Day-14,85
M-513,Day-15,78
M-513,Day-16,86
M-513,Day-17,71
M-513,Day-18,75
M-513,Day-19,75
M-513,Day-20,95
M-514,Day-01,100
M-514,Day-02,130
M-514,Day-03,121
M-514,Day-04,130
M-514,Day-05,130
M-514,Day-06,130
M-514,Day-07,130
M-514,Day-08,105
M-514,Day-09,105
M-514,Day-10,118
M-514,Day-11,91
M-514,Day-12,111
M-514,Day-13,109
M-514,Day-14,100
M-514,Day-15,98
M-514,Day-16,99
M-514,Day-17,130
M-514,Day-18,95
M-514,Day-19,101
M-514,Day-20,99
M-515,Day-01,103
M-515,Day-02,94
M-515,Day-03,86
M-515,Day-04,101
M-515,Day-05,104
M-515,Day-06,106
M-515,Day-07,110
M-515,Day-08,110
M-515,Day-09,110
M-515,Day-10,110
M-515,Day-11,90
M-515,Day-12,110
M-515,Day-13,100
M-515,Day-14,91
M-515,Day-15,110
M-515,Day-16,110
M-515,Day-17,103
M-515,Day-18,101
M-515,Day-19,110
M-515,Day-20,86
M-516,Day-01,90
M-516,Day-02,90
M-516,Day-03,87
M-516,Day-04,90
M-516,Day-05,90
M-516,Day-06,90
M-516,Day-07,80
M-516,Day-08,87
M-516,Day-09,74
M-516,Day-10,90
M-516,Day-11,83
M-516,Day-12,88
M-516,Day-13,76
M-516,Day-14,90
M-516,Day-15,82
M-516,Day-16,77
M-516,Day-17,83
M-516,Day-18,88
M-516,Day-19,80
M-516,Day-20,70
M-517,Day-01,114
M-517,Day-02,107
M-517,Day-03,94
M-517,Day-04,116
M-517,Day-05,108
M-517,Day-06,107
M-517,Day-07,109
M-517,Day-08,120
M-517,Day-09,90
M-517,Day-10,116
M-517,Day-11,104
M-517,Day-12,121
M-517,Day-13,90
M-517,Day-14,124
M-517,Day-15,108
M-517,Day-16,129
M-517,Day-17,115
M-517,Day-18,116
M-517,Day-19,130
M-517,Day-20,95
M-518,Day-01,86
M-518,Day-02,73
M-518,Day-03,107
M-518,Day-04,75
M-518,Day-05,76
M-518,Day-06,72
M-518,Day-07,98
M-518,Day-08,89
M-518,Day-09,90
M-518,Day-10,73
M-518,Day-11,105
M-518,Day-12,89
M-518,Day-13,80
M-518,Day-14,82
M-518,Day-15,74
M-518,Day-16,80
M-518,Day-17,89
M-518,Day-18,74
M-518,Day-19,78
M-518,Day-20,98
M-519,Day-01,62
M-519,Day-02,77
M-519,Day-03,58
M-519,Day-04,71
M-519,Day-05,55
M-519,Day-06,61
M-519,Day-07,57
M-519,Day-08,78
M-519,Day-09,68
M-519,Day-10,52
M-519,Day-11,68
M-519,Day-12,71
M-519,Day-13,59
M-519,Day-14,68
M-519,Day-15,56
M-519,Day-16,52
M-519,Day-17,79
M-519,Day-18,65
M-519,Day-19,60
M-519,Day-20,61
M-520,Day-01,80
M-520,Day-02,65
M-520,Day-03,66
M-520,Day-04,59
M-520,Day-05,83
M-520,Day-06,62
M-520,Day-07,82
M-520,Day-08,86
M-520,Day-09,74
M-520,Day-10,60
M-520,Day-11,79
M-520,Day-12,67
M-520,Day-13,70
M-520,Day-14,82
M-520,Day-15,70
M-520,Day-16,75
M-520,Day-17,66
M-520,Day-18,74
M-520,Day-19,79
M-520,Day-20,63
M-521,Day-01,103
M-521,Day-02,82
M-521,Day-03,106
M-521,Day-04,94
M-521,Day-05,104
M-521,Day-06,110
M-521,Day-07,88
M-521,Day-08,82
M-521,Day-09,99
M-521,Day-10,95
M-521,Day-11,110
M-521,Day-12,82
M-521,Day-13,80
M-521,Day-14,110
M-521,Day-15,110
M-521,Day-16,94
M-521,Day-17,110
M-521,Day-18,103
M-521,Day-19,97
M-521,Day-20,82
M-522,Day-01,66
M-522,Day-02,60
M-522,Day-03,71
M-522,Day-04,65
M-522,Day-05,54
M-522,Day-06,62
M-522,Day-07,58
M-522,Day-08,65
M-522,Day-09,72
M-522,Day-10,55
M-522,Day-11,60
M-522,Day-12,64
M-522,Day-13,62
M-522,Day-14,68
M-522,Day-15,62
M-522,Day-16,70
M-522,Day-17,57
M-522,Day-18,50
M-522,Day-19,67
M-522,Day-20,58
M-523,Day-01,138
M-523,Day-02,138
M-523,Day-03,128
M-523,Day-04,96
M-523,Day-05,137
M-523,Day-06,133
M-523,Day-07,110
M-523,Day-08,102
M-523,Day-09,115
M-523,Day-10,110
M-523,Day-11,102
M-523,Day-12,127
M-523,Day-13,110
M-523,Day-14,137
M-523,Day-15,124
M-523,Day-16,94
M-523,Day-17,125
M-523,Day-18,122
M-523,Day-19,120
M-523,Day-20,131
M-524,Day-01,101
M-524,Day-02,86
M-524,Day-03,103
M-524,Day-04,80
M-524,Day-05,74
M-524,Day-06,91
M-524,Day-07,108
M-524,Day-08,84
M-524,Day-09,72
M-524,Day-10,72
M-524,Day-11,85
M-524,Day-12,106
M-524,Day-13,84
M-524,Day-14,73
M-524,Day-15,99
M-524,Day-16,99
M-524,Day-17,91
M-524,Day-18,105
M-524,Day-19,104
M-524,Day-20,105
M-525,Day-01,111
M-525,Day-02,115
M-525,Day-03,100
M-525,Day-04,106
M-525,Day-05,103
M-525,Day-06,95
M-525,Day-07,93
M-525,Day-08,96
M-525,Day-09,76
M-525,Day-10,97
M-525,Day-11,114
M-525,Day-12,90
M-525,Day-13,92
M-525,Day-14,104
M-525,Day-15,85
M-525,Day-16,111
M-525,Day-17,107
M-525,Day-18,89
M-525,Day-19,100
M-525,Day-20,110
M-526,Day-01,99
M-526,Day-02,98
M-526,Day-03,100
M-526,Day-04,82
M-526,Day-05,93
M-526,Day-06,90
M-526,Day-07,100
M-526,Day-08,98
M-526,Day-09,93
M-526,Day-10,100
M-526,Day-11,85
M-526,Day-12,92
M-526,Day-13,80
M-526,Day-14,93
M-526,Day-15,100
M-526,Day-16,100
M-526,Day-17,93
M-526,Day-18,96
M-526,Day-19,98
M-526,Day-20,100
M-527,Day-01,93
M-527,Day-02,100
M-527,Day-03,82
M-527,Day-04,100
M-527,Day-05,82
M-527,Day-06,100
M-527,Day-07,94
M-527,Day-08,100
M-527,Day-09,81
M-527,Day-10,79
M-527,Day-11,94
M-527,Day-12,100
M-527,Day-13,98
M-527,Day-14,98
M-527,Day-15,87
M-527,Day-16,100
M-527,Day-17,81
M-527,Day-18,100
M-527,Day-19,100
M-527,Day-20,100
M-528,Day-01,83
M-528,Day-02,108
M-528,Day-03,89
M-528,Day-04,108
M-528,Day-05,94
M-528,Day-06,104
M-528,Day-07,117
M-528,Day-08,81
M-528,Day-09,94
M-528,Day-10,82
M-528,Day-11,89
M-528,Day-12,118
M-528,Day-13,83
M-528,Day-14,105
M-528,Day-15,108
M-528,Day-16,109
M-528,Day-17,98
M-528,Day-18,100
M-528,Day-19,85
M-528,Day-20,81
M-529,Day-01,81
M-529,Day-02,110
M-529,Day-03,91
M-529,Day-04,93
M-529,Day-05,102
M-529,Day-06,98
M-529,Day-07,85
M-529,Day-08,80
M-529,Day-09,103
M-529,Day-10,95
M-529,Day-11,88
M-529,Day-12,110
M-529,Day-13,75
M-529,Day-14,85
M-529,Day-15,100
M-529,Day-16,105
M-529,Day-17,87
M-529,Day-18,86
M-529,Day-19,75
M-529,Day-20,99
M-530,Day-01,119
M-530,Day-02,131
M-530,Day-03,132
M-530,Day-04,128
M-530,Day-05,140
M-530,Day-06,140
M-530,Day-07,121
M-530,Day-08,134
M-530,Day-09,111
M-530,Day-10,111
M-530,Day-11,117
M-530,Day-12,105
M-530,Day-13,121
M-530,Day-14,129
M-530,Day-15,113
M-530,Day-16,99
M-530,Day-17,122
M-530,Day-18,108
M-530,Day-19,128
M-530,Day-20,111
M-531,Day-01,75
M-531,Day-02,74
M-531,Day-03,69
M-531,Day-04,85
M-531,Day-05,69
M-531,Day-06,63
M-531,Day-07,60
M-531,Day-08,76
M-531,Day-09,82
M-531,Day-10,84
M-531,Day-11,80
M-531,Day-12,83
M-531,Day-13,67
M-531,Day-14,72
M-531,Day-15,74
M-531,Day-16,64
M-531,Day-17,66
M-531,Day-18,77
M-531,Day-19,77
M-531,Day-20,66
M-532,Day-01,75
M-532,Day-02,90
M-532,Day-03,90
M-532,Day-04,90
M-532,Day-05,90
M-532,Day-06,90
M-532,Day-07,72
M-532,Day-08,90
M-532,Day-09,90
M-532,Day-10,90
M-532,Day-11,72
M-532,Day-12,90
M-532,Day-13,71
M-532,Day-14,90
M-532,Day-15,90
M-532,Day-16,90
M-532,Day-17,90
M-532,Day-18,90
M-532,Day-19,81
M-532,Day-20,90
M-533,Day-01,71
M-533,Day-02,69
M-533,Day-03,83
M-533,Day-04,73
M-533,Day-05,63
M-533,Day-06,67
M-533,Day-07,69
M-533,Day-08,70
M-533,Day-09,63
M-533,Day-10,80
M-533,Day-11,76
M-533,Day-12,76
M-533,Day-13,59
M-533,Day-14,70
M-533,Day-15,75
M-533,Day-16,84
M-533,Day-17,78
M-533,Day-18,61
M-533,Day-19,67
M-533,Day-20,73
M-534,Day-01,85
M-534,Day-02,89
M-534,Day-03,97
M-534,Day-04,96
M-534,Day-05,76
M-534,Day-06,74
M-534,Day-07,72
M-534,Day-08,73
M-534,Day-09,97
M-534,Day-10,95
M-534,Day-11,74
M-534,Day-12,77
M-534,Day-13,98
M-534,Day-14,92
M-534,Day-15,98
M-534,Day-16,92
M-534,Day-17,97
M-534,Day-18,87
M-534,Day-19,68
M-534,Day-20,95
M-535,Day-01,66
M-535,Day-02,82
M-535,Day-03,75
M-535,Day-04,84
M-535,Day-05,70
M-535,Day-06,75
M-535,Day-07,86
M-535,Day-08,68
M-535,Day-09,58
M-535,Day-10,66
M-535,Day-11,73
M-535,Day-12,83
M-535,Day-13,72
M-535,Day-14,66
M-535,Day-15,84
M-535,Day-16,81
M-535,Day-17,65
M-535,Day-18,69
M-535,Day-19,86
M-535,Day-20,70
M-536,Day-01,73
M-536,Day-02,82
M-536,Day-03,70
M-536,Day-04,92
M-536,Day-05,76
M-536,Day-06,78
M-536,Day-07,67
M-536,Day-08,98
M-536,Day-09,96
M-536,Day-10,83
M-536,Day-11,90
M-536,Day-12,97
M-536,Day-13,75
M-536,Day-14,67
M-536,Day-15,87
M-536,Day-16,100
M-536,Day-17,79
M-536,Day-18,85
M-536,Day-19,92
M-536,Day-20,84
M-537,Day-01,68
M-537,Day-02,70
M-537,Day-03,61
M-537,Day-04,69
M-537,Day-05,79
M-537,Day-06,65
M-537,Day-07,80
M-537,Day-08,78
M-537,Day-09,67
M-537,Day-10,63
M-537,Day-11,64
M-537,Day-12,71
M-537,Day-13,75
M-537,Day-14,70
M-537,Day-15,70
M-537,Day-16,58
M-537,Day-17,80
M-537,Day-18,55
M-537,Day-19,77
M-537,Day-20,72
M-538,Day-01,107
M-538,Day-02,140
M-538,Day-03,111
M-538,Day-04,104
M-538,Day-05,116
M-538,Day-06,125
M-538,Day-07,111
M-538,Day-08,111
M-538,Day-09,140
M-538,Day-10,113
M-538,Day-11,133
M-538,Day-12,104
M-538,Day-13,117
M-538,Day-14,140
M-538,Day-15,120
M-538,Day-16,140
M-538,Day-17,111
M-538,Day-18,129
M-538,Day-19,140
M-538,Day-20,109
M-539,Day-01,125
M-539,Day-02,123
M-539,Day-03,102
M-539,Day-04,128
M-539,Day-05,111
M-539,Day-06,140
M-539,Day-07,116
M-539,Day-08,136
M-539,Day-09,140
M-539,Day-10,140
M-539,Day-11,105
M-539,Day-12,128
M-539,Day-13,108
M-539,Day-14,104
M-539,Day-15,140
M-539,Day-16,111
M-539,Day-17,137
M-539,Day-18,127
M-539,Day-19,109
M-539,Day-20,121
M-540,Day-01,122
M-540,Day-02,120
M-540,Day-03,104
M-540,Day-04,111
M-540,Day-05,97
M-540,Day-06,137
M-540,Day-07,142
M-540,Day-08,103
M-540,Day-09,132
M-540,Day-10,110
M-540,Day-11,122
M-540,Day-12,121
M-540,Day-13,122
M-540,Day-14,113
M-540,Day-15,141
M-540,Day-16,107
M-540,Day-17,139
M-540,Day-18,118
M-540,Day-19,122
M-540,Day-20,124
M-541,Day-01,96
M-541,Day-02,75
M-541,Day-03,88
M-541,Day-04,100
M-541,Day-05,88
M-541,Day-06,100
M-541,Day-07,91
M-541,Day-08,77
M-541,Day-09,79
M-541,Day-10,100
M-541,Day-11,92
M-541,Day-12,100
M-541,Day-13,81
M-541,Day-14,89
M-541,Day-15,99
M-541,Day-16,78
M-541,Day-17,90
M-541,Day-18,81
M-541,Day-19,93
M-541,Day-20,100
M-542,Day-01,80
M-542,Day-02,80
M-542,Day-03,62
M-542,Day-04,80
M-542,Day-05,80
M-542,Day-06,67
M-542,Day-07,74
M-542,Day-08,63
M-542,Day-09,75
M-542,Day-10,80
M-542,Day-11,80
M-542,Day-12,80
M-542,Day-13,68
M-542,Day-14,63
M-542,Day-15,71
M-542,Day-16,64
M-542,Day-17,80
M-542,Day-18,78
M-542,Day-19,80
M-542,Day-20,66
M-543,Day-01,84
M-543,Day-02,90
M-543,Day-03,78
M-543,Day-04,73
M-543,Day-05,90
M-543,Day-06,90
M-543,Day-07,77
M-543,Day-08,90
M-543,Day-09,71
M-543,Day-10,77
M-543,Day-11,75
M-543,Day-12,90
M-543,Day-13,71
M-543,Day-14,90
M-543,Day-15,90
M-543,Day-16,90
M-543,Day-17,89
M-543,Day-18,79
M-543,Day-19,90
M-543,Day-20,90
M-544,Day-01,86
M-544,Day-02,90
M-544,Day-03,77
M-544,Day-04,73
M-544,Day-05,65
M-544,Day-06,86
M-544,Day-07,82
M-544,Day-08,90
M-544,Day-09,64
M-544,Day-10,90
M-544,Day-11,69
M-544,Day-12,75
M-544,Day-13,79
M-544,Day-14,90
M-544,Day-15,81
M-544,Day-16,65
M-544,Day-17,90
M-544,Day-18,86
M-544,Day-19,76
M-544,Day-20,67
M-545,Day-01,67
M-545,Day-02,63
M-545,Day-03,54
M-545,Day-04,62
M-545,Day-05,48
M-545,Day-06,46
M-545,Day-07,59
M-545,Day-08,63
M-545,Day-09,58
M-545,Day-10,52
M-545,Day-11,58
M-545,Day-12,60
M-545,Day-13,52
M-545,Day-14,52
M-545,Day-15,65
M-545,Day-16,46
M-545,Day-17,64
M-545,Day-18,48
M-545,Day-19,54
M-545,Day-20,44
M-546,Day-01,65
M-546,Day-02,81
M-546,Day-03,70
M-546,Day-04,78
M-546,Day-05,65
M-546,Day-06,63
M-546,Day-07,77
M-546,Day-08,80
M-546,Day-09,81
M-546,Day-10,74
M-546,Day-11,80
M-546,Day-12,72
M-546,Day-13,75
M-546,Day-14,74
M-546,Day-15,62
M-546,Day-16,74
M-546,Day-17,78
M-546,Day-18,69
M-546,Day-19,61
M-546,Day-20,59
M-547,Day-01,61
M-547,Day-02,70
M-547,Day-03,75
M-547,Day-04,62
M-547,Day-05,79
M-547,Day-06,90
M-547,Day-07,67
M-547,Day-08,74
M-547,Day-09,79
M-547,Day-10,67
M-547,Day-11,73
M-547,Day-12,84
M-547,Day-13,67
M-547,Day-14,80
